Table 1
participantid;from_timestamp;to_timestamps;hour_diff;venueid;venuetype
619;2/15/23;2/15/23;1;1800;Pub
619;2/15/23;2/16/23;16;1414;Apartment
619;2/16/23;2/16/23;8;1766;Workplace
619;2/16/23;2/17/23;15;1414;Apartment
619;2/17/23;2/17/23;8;1766;Workplace
619;2/17/23;2/17/23;0;1414;Apartment
619;2/17/23;2/17/23;2;1800;Pub
619;2/17/23;2/17/23;0;1414;Apartment
619;2/17/23;2/17/23;1;1798;Pub
619;2/17/23;2/17/23;0;1414;Apartment
619;2/17/23;2/18/23;1;1800;Pub
619;2/18/23;2/18/23;8;1414;Apartment
619;2/18/23;2/18/23;8;1766;Workplace
619;2/18/23;2/18/23;0;1414;Apartment
619;2/18/23;2/18/23;1;1798;Pub
619;2/18/23;2/18/23;0;1414;Apartment
619;2/18/23;2/18/23;1;1800;Pub
619;2/18/23;2/18/23;0;1414;Apartment
619;2/18/23;2/18/23;2;1798;Pub
619;2/18/23;2/19/23;8;1414;Apartment
619;2/19/23;2/19/23;8;1766;Workplace
619;2/19/23;2/19/23;0;1414;Apartment
619;2/19/23;2/19/23;1;1798;Pub
619;2/19/23;2/19/23;0;1414;Apartment
619;2/19/23;2/19/23;2;1800;Pub
619;2/19/23;2/19/23;0;1414;Apartment
619;2/19/23;2/20/23;2;1798;Pub
619;2/20/23;2/20/23;7;1414;Apartment
619;2/20/23;2/20/23;8;1766;Workplace
619;2/20/23;2/21/23;15;1414;Apartment
619;2/21/23;2/21/23;0;1803;Restaurant
619;2/21/23;2/23/23;0;1414;Apartment
619;2/23/23;2/23/23;8;1766;Workplace
619;2/23/23;2/24/23;15;1414;Apartment
619;2/24/23;2/24/23;8;1766;Workplace
619;2/24/23;2/25/23;15;1414;Apartment
619;2/25/23;2/25/23;8;1766;Workplace
619;2/25/23;2/26/23;15;1414;Apartment
619;2/26/23;2/26/23;8;1766;Workplace
619;2/26/23;2/27/23;15;1414;Apartment
619;2/27/23;2/27/23;8;1766;Workplace
619;2/27/23;3/1/23;15;1414;Apartment
619;3/1/23;3/1/23;0;1803;Restaurant
619;3/1/23;3/2/23;0;1414;Apartment
619;3/2/23;3/2/23;8;1766;Workplace
619;3/2/23;3/2/23;0;1414;Apartment
619;3/2/23;3/2/23;2;1798;Pub
619;3/2/23;3/2/23;0;1414;Apartment
619;3/2/23;3/2/23;2;1798;Pub
619;3/2/23;3/2/23;0;1414;Apartment
619;3/2/23;3/2/23;0;1798;Pub
619;3/2/23;3/2/23;0;1414;Apartment
619;3/2/23;3/3/23;2;1798;Pub
619;3/3/23;3/3/23;7;1414;Apartment
619;3/3/23;3/3/23;8;1766;Workplace
619;3/3/23;3/4/23;15;1414;Apartment
619;3/4/23;3/4/23;8;1766;Workplace
619;3/4/23;3/5/23;15;1414;Apartment
619;3/5/23;3/5/23;8;1766;Workplace
619;3/5/23;3/5/23;0;1414;Apartment
619;3/5/23;3/5/23;1;1798;Pub
619;3/5/23;3/5/23;0;1414;Apartment
619;3/5/23;3/5/23;1;1798;Pub
619;3/5/23;3/5/23;0;1414;Apartment
619;3/5/23;3/5/23;1;1800;Pub
619;3/5/23;3/5/23;0;1414;Apartment
619;3/5/23;3/6/23;2;1799;Pub
619;3/6/23;3/6/23;7;1414;Apartment
619;3/6/23;3/6/23;8;1766;Workplace
619;3/6/23;3/7/23;6;1414;Apartment
619;3/7/23;3/7/23;0;1803;Restaurant
619;3/7/23;3/8/23;7;1414;Apartment
619;3/8/23;3/8/23;0;1803;Restaurant
619;3/8/23;3/9/23;0;1414;Apartment
619;3/9/23;3/9/23;8;1766;Workplace
619;3/9/23;3/10/23;15;1414;Apartment
619;3/10/23;3/10/23;8;1766;Workplace
619;3/10/23;3/11/23;15;1414;Apartment
619;3/11/23;3/11/23;8;1766;Workplace
619;3/11/23;3/12/23;15;1414;Apartment
619;3/12/23;3/12/23;8;1766;Workplace
619;3/12/23;3/13/23;15;1414;Apartment
619;3/13/23;3/13/23;8;1766;Workplace
619;3/13/23;3/13/23;0;1414;Apartment
619;3/13/23;3/13/23;1;1798;Pub
619;3/13/23;3/13/23;0;1414;Apartment
619;3/13/23;3/13/23;1;1800;Pub
619;3/13/23;3/13/23;1;1414;Apartment
619;3/13/23;3/14/23;3;1344;Pub
619;3/14/23;3/15/23;21;1414;Apartment
619;3/15/23;3/15/23;0;1803;Restaurant
619;3/15/23;3/15/23;1;1414;Apartment
619;3/15/23;3/15/23;1;1344;Pub
619;3/15/23;3/15/23;4;1414;Apartment
619;3/15/23;3/15/23;0;1803;Restaurant
619;3/15/23;3/15/23;0;1414;Apartment
619;3/15/23;3/15/23;2;1798;Pub
619;3/15/23;3/15/23;0;1414;Apartment
619;3/15/23;3/15/23;1;1798;Pub
619;3/15/23;3/15/23;0;1414;Apartment
619;3/15/23;3/15/23;2;1799;Pub
619;3/15/23;3/16/23;16;1414;Apartment
619;3/16/23;3/16/23;8;1766;Workplace
619;3/16/23;3/16/23;1;1414;Apartment
619;3/16/23;3/16/23;3;1344;Pub
619;3/16/23;3/16/23;0;1414;Apartment
619;3/16/23;3/17/23;2;1798;Pub
619;3/17/23;3/17/23;8;1414;Apartment
619;3/17/23;3/17/23;8;1766;Workplace
619;3/17/23;3/17/23;0;1414;Apartment
619;3/17/23;3/17/23;2;1798;Pub
619;3/17/23;3/17/23;0;1414;Apartment
619;3/17/23;3/17/23;1;1798;Pub
619;3/17/23;3/17/23;0;1414;Apartment
619;3/17/23;3/18/23;3;1798;Pub
619;3/18/23;3/18/23;7;1414;Apartment
619;3/18/23;3/18/23;8;1766;Workplace
619;3/18/23;3/19/23;15;1414;Apartment
619;3/19/23;3/19/23;8;1766;Workplace
619;3/19/23;3/20/23;15;1414;Apartment
619;3/20/23;3/20/23;8;1766;Workplace
619;3/20/23;3/21/23;7;1414;Apartment
619;3/21/23;3/21/23;0;1803;Restaurant
619;3/21/23;3/22/23;23;1414;Apartment
619;3/22/23;3/22/23;0;1803;Restaurant
619;3/22/23;3/23/23;8;1414;Apartment
619;3/23/23;3/23/23;8;1766;Workplace
619;3/23/23;3/24/23;15;1414;Apartment
619;3/24/23;3/24/23;8;1766;Workplace
619;3/24/23;3/25/23;15;1414;Apartment
619;3/25/23;3/25/23;8;1766;Workplace
619;3/25/23;3/26/23;15;1414;Apartment
619;3/26/23;3/26/23;8;1766;Workplace
619;3/26/23;3/26/23;0;1414;Apartment
619;3/26/23;3/26/23;2;1798;Pub
619;3/26/23;3/26/23;0;1414;Apartment
619;3/26/23;3/26/23;2;1798;Pub
619;3/26/23;3/26/23;0;1414;Apartment
619;3/26/23;3/27/23;2;1798;Pub
619;3/27/23;3/27/23;7;1414;Apartment
619;3/27/23;3/27/23;8;1766;Workplace
619;3/27/23;3/28/23;6;1414;Apartment
619;3/28/23;3/28/23;0;1803;Restaurant
619;3/28/23;3/28/23;0;1414;Apartment
619;3/28/23;3/28/23;0;1798;Pub
619;3/28/23;3/28/23;6;1414;Apartment
619;3/28/23;3/28/23;0;1803;Restaurant
619;3/28/23;3/28/23;0;1414;Apartment
619;3/28/23;3/28/23;1;1798;Pub
619;3/28/23;3/28/23;0;1414;Apartment
619;3/28/23;3/28/23;1;1800;Pub
619;3/28/23;3/28/23;0;1414;Apartment
619;3/28/23;3/28/23;2;1798;Pub
619;3/28/23;3/28/23;0;1414;Apartment
619;3/28/23;3/28/23;1;1800;Pub
619;3/28/23;3/29/23;7;1414;Apartment
619;3/29/23;3/29/23;1;1798;Pub
619;3/29/23;3/29/23;6;1414;Apartment
619;3/29/23;3/29/23;0;1803;Restaurant
619;3/29/23;3/29/23;0;1414;Apartment
619;3/29/23;3/29/23;1;1798;Pub
619;3/29/23;3/29/23;0;1414;Apartment
619;3/29/23;3/29/23;2;1798;Pub
619;3/29/23;3/29/23;0;1414;Apartment
619;3/29/23;3/29/23;2;1798;Pub
619;3/29/23;3/30/23;16;1414;Apartment
619;3/30/23;3/30/23;8;1766;Workplace
619;3/30/23;3/30/23;0;1414;Apartment
619;3/30/23;3/30/23;1;1799;Pub
619;3/30/23;3/30/23;0;1414;Apartment
619;3/30/23;3/30/23;2;1798;Pub
619;3/30/23;3/30/23;0;1414;Apartment
619;3/30/23;3/31/23;2;1798;Pub
619;3/31/23;3/31/23;8;1414;Apartment
619;3/31/23;3/31/23;8;1766;Workplace
619;3/31/23;3/31/23;0;1414;Apartment
619;3/31/23;3/31/23;2;1798;Pub
619;3/31/23;3/31/23;0;1414;Apartment
619;3/31/23;3/31/23;2;1798;Pub
619;3/31/23;3/31/23;1;1414;Apartment
619;3/31/23;4/1/23;0;1342;Pub
619;4/1/23;4/1/23;0;448;Restaurant
619;4/1/23;4/1/23;1;1342;Pub
619;4/1/23;4/1/23;6;1414;Apartment
619;4/1/23;4/1/23;8;1766;Workplace
619;4/1/23;4/2/23;15;1414;Apartment
619;4/2/23;4/2/23;8;1766;Workplace
619;4/2/23;4/2/23;0;1414;Apartment
619;4/2/23;4/2/23;2;1800;Pub
619;4/2/23;4/2/23;0;1414;Apartment
619;4/2/23;4/2/23;2;1800;Pub
619;4/2/23;4/2/23;1;1414;Apartment
619;4/2/23;4/3/23;3;1344;Pub
619;4/3/23;4/3/23;6;1414;Apartment
619;4/3/23;4/3/23;8;1766;Workplace
619;4/3/23;4/5/23;6;1414;Apartment
619;4/5/23;4/5/23;0;1803;Restaurant
619;4/5/23;4/5/23;7;1414;Apartment
619;4/5/23;4/5/23;0;1803;Restaurant
619;4/5/23;4/6/23;0;1414;Apartment
619;4/6/23;4/6/23;8;1766;Workplace
619;4/6/23;4/7/23;15;1414;Apartment
619;4/7/23;4/7/23;8;1766;Workplace
619;4/7/23;4/8/23;15;1414;Apartment
619;4/8/23;4/8/23;8;1766;Workplace
619;4/8/23;4/9/23;15;1414;Apartment
619;4/9/23;4/9/23;8;1766;Workplace
619;4/9/23;4/10/23;15;1414;Apartment
619;4/10/23;4/10/23;8;1766;Workplace
619;4/10/23;4/10/23;0;1414;Apartment
619;4/10/23;4/10/23;1;1798;Pub
619;4/10/23;4/10/23;0;1414;Apartment
619;4/10/23;4/10/23;2;1799;Pub
619;4/10/23;4/10/23;0;1414;Apartment
619;4/10/23;4/11/23;2;1798;Pub
619;4/11/23;4/12/23;23;1414;Apartment
619;4/12/23;4/12/23;0;1803;Restaurant
619;4/12/23;4/13/23;8;1414;Apartment
619;4/13/23;4/13/23;8;1766;Workplace
619;4/13/23;4/14/23;15;1414;Apartment
619;4/14/23;4/14/23;8;1766;Workplace
619;4/14/23;4/15/23;15;1414;Apartment
619;4/15/23;4/15/23;8;1766;Workplace
619;4/15/23;4/16/23;15;1414;Apartment
619;4/16/23;4/16/23;8;1766;Workplace
619;4/16/23;4/17/23;15;1414;Apartment
619;4/17/23;4/17/23;8;1766;Workplace
619;4/17/23;4/19/23;6;1414;Apartment
619;4/19/23;4/19/23;0;1803;Restaurant
619;4/19/23;4/19/23;1;1414;Apartment
619;4/19/23;4/19/23;1;1342;Pub
619;4/19/23;4/19/23;5;1414;Apartment
619;4/19/23;4/19/23;2;1798;Pub
619;4/19/23;4/19/23;0;1414;Apartment
619;4/19/23;4/19/23;2;1798;Pub
619;4/19/23;4/19/23;0;1414;Apartment
619;4/19/23;4/19/23;2;1798;Pub
619;4/19/23;4/20/23;16;1414;Apartment
619;4/20/23;4/20/23;8;1766;Workplace
619;4/20/23;4/20/23;0;1414;Apartment
619;4/20/23;4/20/23;2;1798;Pub
619;4/20/23;4/20/23;0;1414;Apartment
619;4/20/23;4/20/23;2;1798;Pub
619;4/20/23;4/20/23;0;1414;Apartment
619;4/20/23;4/21/23;2;1799;Pub
619;4/21/23;4/21/23;7;1414;Apartment
619;4/21/23;4/21/23;8;1766;Workplace
619;4/21/23;4/22/23;15;1414;Apartment
619;4/22/23;4/22/23;8;1766;Workplace
619;4/22/23;4/23/23;15;1414;Apartment
619;4/23/23;4/23/23;8;1766;Workplace
619;4/23/23;4/24/23;15;1414;Apartment
619;4/24/23;4/24/23;8;1766;Workplace
619;4/24/23;4/25/23;7;1414;Apartment
619;4/25/23;4/25/23;0;1803;Restaurant
619;4/25/23;4/26/23;23;1414;Apartment
619;4/26/23;4/26/23;0;1803;Restaurant
619;4/26/23;4/27/23;8;1414;Apartment
619;4/27/23;4/27/23;8;1766;Workplace
619;4/27/23;4/28/23;15;1414;Apartment
619;4/28/23;4/28/23;8;1766;Workplace
619;4/28/23;4/29/23;15;1414;Apartment
619;4/29/23;4/29/23;8;1766;Workplace
619;4/29/23;4/30/23;15;1414;Apartment
619;4/30/23;4/30/23;8;1766;Workplace
619;4/30/23;5/1/23;15;1414;Apartment
619;5/1/23;5/1/23;8;1766;Workplace
619;5/1/23;5/1/23;0;1414;Apartment
619;5/1/23;5/1/23;1;1798;Pub
619;5/1/23;5/1/23;1;1414;Apartment
619;5/1/23;5/1/23;2;1344;Pub
619;5/1/23;5/1/23;0;1414;Apartment
619;5/1/23;5/2/23;1;1798;Pub
619;5/2/23;5/3/23;23;1414;Apartment
619;5/3/23;5/3/23;0;1803;Restaurant
619;5/3/23;5/4/23;8;1414;Apartment
619;5/4/23;5/4/23;8;1766;Workplace
619;5/4/23;5/5/23;15;1414;Apartment
619;5/5/23;5/5/23;8;1766;Workplace
619;5/5/23;5/6/23;15;1414;Apartment
619;5/6/23;5/6/23;8;1766;Workplace
619;5/6/23;5/7/23;15;1414;Apartment
619;5/7/23;5/7/23;8;1766;Workplace
619;5/7/23;5/8/23;15;1414;Apartment
619;5/8/23;5/8/23;8;1766;Workplace
619;5/8/23;5/9/23;7;1414;Apartment
619;5/9/23;5/9/23;0;1803;Restaurant
619;5/9/23;5/9/23;7;1414;Apartment
619;5/9/23;5/9/23;0;1803;Restaurant
619;5/9/23;5/11/23;0;1414;Apartment
619;5/11/23;5/11/23;8;1766;Workplace
619;5/11/23;5/12/23;15;1414;Apartment
619;5/12/23;5/12/23;8;1766;Workplace
619;5/12/23;5/12/23;0;1414;Apartment
619;5/12/23;5/12/23;1;1800;Pub
619;5/12/23;5/12/23;0;1414;Apartment
619;5/12/23;5/12/23;1;1800;Pub
619;5/12/23;5/12/23;0;1414;Apartment
619;5/12/23;5/12/23;2;1798;Pub
619;5/12/23;5/13/23;0;1414;Apartment
619;5/13/23;5/13/23;1;1798;Pub
619;5/13/23;5/13/23;7;1414;Apartment
619;5/13/23;5/13/23;8;1766;Workplace
619;5/13/23;5/14/23;15;1414;Apartment
619;5/14/23;5/14/23;8;1766;Workplace
619;5/14/23;5/15/23;15;1414;Apartment
619;5/15/23;5/15/23;8;1766;Workplace
619;5/15/23;5/16/23;15;1414;Apartment
619;5/16/23;5/16/23;0;1803;Restaurant
619;5/16/23;5/17/23;15;1414;Apartment
619;5/17/23;5/17/23;0;1803;Restaurant
619;5/17/23;5/18/23;8;1414;Apartment
619;5/18/23;5/18/23;8;1766;Workplace
619;5/18/23;5/19/23;15;1414;Apartment
619;5/19/23;5/19/23;8;1766;Workplace
619;5/19/23;5/20/23;15;1414;Apartment
619;5/20/23;5/20/23;8;1766;Workplace
619;5/20/23;5/21/23;15;1414;Apartment
619;5/21/23;5/21/23;8;1766;Workplace
619;5/21/23;5/22/23;15;1414;Apartment
619;5/22/23;5/22/23;8;1766;Workplace
619;5/22/23;5/23/23;7;1414;Apartment
619;5/23/23;5/23/23;0;1803;Restaurant
619;5/23/23;5/24/23;23;1414;Apartment
619;5/24/23;5/24/23;0;1803;Restaurant
619;5/24/23;;;1414;Apartment
