dt;venuetype;venueid;revenue;
1/1/23;apartment;1020;415,89;
5/1/23;apartment;757;1247,35;
11/1/22;apartment;517;851,45;
7/1/22;apartment;1487;604,34;
1/1/23;apartment;378;1097,73;
4/1/22;apartment;1711;686,65;
1/1/23;apartment;1143;659,17;
9/1/22;apartment;1010;831,78;
10/1/22;apartment;622;582,63;
12/1/22;apartment;800;398,64;
9/1/22;apartment;733;678,25;
2/1/23;apartment;1010;831,78;
3/1/23;apartment;192;1075,42;
7/1/22;apartment;1713;465,71;
5/1/22;apartment;584;797,28;
6/1/22;apartment;1534;374,73;
5/1/23;apartment;1462;759,4;
3/1/23;apartment;779;825,25;
3/1/23;apartment;49;428,87;
1/1/23;apartment;139;778,3;
5/1/23;apartment;1573;784,25;
5/1/22;apartment;351;815,99;
1/1/23;apartment;166;810,2;
7/1/22;apartment;1221;614,27;
3/1/22;apartment;159;1375,32;
5/1/22;apartment;26;740,7;
11/1/22;apartment;1395;450,03;
1/1/23;apartment;465;465,35;
5/1/22;apartment;1692;748,43;
4/1/23;apartment;1581;724,4;
8/1/22;apartment;660;380,74;
12/1/22;apartment;17;698,59;
3/1/23;apartment;524;356,34;
4/1/23;apartment;1470;839,93;
9/1/22;apartment;1475;723,47;
9/1/22;apartment;703;715,93;
3/1/23;apartment;151;554,01;
11/1/22;apartment;992;617,5;
10/1/22;apartment;175;441,68;
8/1/22;apartment;1024;393,18;
9/1/22;apartment;496;644,97;
7/1/22;apartment;1150;788,75;
4/1/23;apartment;910;589,08;
4/1/22;apartment;1545;589,18;
11/1/22;apartment;257;1121,11;
12/1/22;apartment;136;1002,23;
4/1/22;apartment;46;818,89;
10/1/22;apartment;945;368,09;
4/1/23;apartment;584;797,28;
3/1/22;apartment;1137;784,18;
6/1/22;apartment;1434;748,43;
7/1/22;apartment;994;661,06;
9/1/22;apartment;678;813,86;
2/1/23;apartment;351;815,99;
4/1/22;apartment;345;516,66;
7/1/22;apartment;726;819,83;
4/1/23;apartment;1235;369,28;
2/1/23;apartment;155;419,73;
5/1/22;apartment;655;665,36;
3/1/22;apartment;314;419,73;
4/1/22;apartment;1534;374,73;
3/1/22;apartment;373;829,03;
7/1/22;apartment;1436;413,72;
2/1/23;apartment;1180;615,6;
4/1/23;apartment;1666;839,93;
12/1/22;apartment;942;767,24;
7/1/22;apartment;562;356,34;
6/1/22;apartment;1214;760,07;
4/1/23;apartment;1139;831,78;
10/1/22;apartment;1486;676,33;
10/1/22;apartment;1141;617,5;
6/1/22;apartment;1139;831,78;
4/1/22;apartment;1514;587,01;
1/1/23;apartment;700;530,44;
3/1/22;apartment;736;636,99;
10/1/22;apartment;1009;370,48;
7/1/22;apartment;74;846,42;
4/1/22;apartment;984;417,08;
8/1/22;apartment;1727;809,2;
2/1/23;apartment;603;826,22;
12/1/22;apartment;1608;703,8;
8/1/22;apartment;1216;573,93;
3/1/23;apartment;1120;362,11;
2/1/23;apartment;584;797,28;
5/1/23;apartment;230;486,97;
4/1/23;apartment;1096;415,89;
8/1/22;apartment;561;499,52;
11/1/22;apartment;590;515,62;
5/1/22;apartment;901;415,89;
5/1/22;apartment;930;558,78;
11/1/22;apartment;1641;677,38;
5/1/23;apartment;819;1088,3;
6/1/22;apartment;1142;396,77;
2/1/23;apartment;1685;829,72;
5/1/22;apartment;1454;426,72;
4/1/23;apartment;1090;632,65;
3/1/23;apartment;948;786,08;
5/1/23;apartment;1202;399,16;
4/1/22;apartment;775;706,16;
12/1/22;apartment;33;698,63;
1/1/23;apartment;740;722,44;
3/1/22;apartment;322;846,42;
8/1/22;apartment;1569;786,19;
10/1/22;apartment;325;914,44;
3/1/23;apartment;1706;427,38;
9/1/22;apartment;177;366,69;
3/1/22;apartment;307;850,82;
2/1/23;apartment;1135;831,78;
3/1/22;apartment;1102;1499,25;
1/1/23;apartment;1181;358,52;
6/1/22;apartment;176;811,09;
10/1/22;apartment;1478;432,88;
10/1/22;apartment;1379;1135,03;
4/1/22;apartment;336;900,05;
7/1/22;apartment;5;411,5;
1/1/23;apartment;1547;865,76;
11/1/22;apartment;187;720,58;
3/1/22;apartment;1670;839,93;
1/1/23;apartment;479;773,67;
6/1/22;apartment;115;665,25;
9/1/22;apartment;974;1023,4;
5/1/23;apartment;1544;854,76;
10/1/22;apartment;1020;415,89;
3/1/23;apartment;272;360,29;
7/1/22;apartment;1473;759,4;
6/1/22;apartment;107;955,13;
4/1/23;apartment;1224;1047,47;
1/1/23;apartment;1114;740,95;
2/1/23;apartment;951;786,08;
9/1/22;apartment;1449;694,08;
2/1/23;apartment;685;691,15;
6/1/22;apartment;153;351,15;
12/1/22;apartment;231;801,49;
3/1/22;apartment;92;668,99;
4/1/23;apartment;999;779,19;
4/1/23;apartment;372;829,03;
3/1/23;apartment;1374;472,21;
10/1/22;apartment;764;587,99;
3/1/22;apartment;1711;686,65;
10/1/22;apartment;1563;617,97;
7/1/22;apartment;922;824,14;
2/1/23;apartment;281;900,05;
12/1/22;apartment;1025;709,88;
3/1/22;apartment;22;696,8;
3/1/22;apartment;528;456,39;
9/1/22;apartment;570;530,44;
3/1/23;apartment;1679;784,12;
5/1/23;apartment;1672;841,13;
7/1/22;apartment;764;587,99;
3/1/23;apartment;1583;870,77;
9/1/22;apartment;1486;676,33;
2/1/23;apartment;307;850,82;
3/1/22;apartment;1666;839,93;
3/1/23;apartment;685;691,15;
1/1/23;apartment;19;829,03;
3/1/22;apartment;825;431,18;
2/1/23;apartment;757;1247,35;
6/1/22;apartment;1202;399,16;
3/1/22;apartment;678;813,86;
6/1/22;apartment;609;1088,3;
8/1/22;apartment;1600;383,6;
2/1/23;apartment;174;773,62;
4/1/22;apartment;1478;432,88;
4/1/23;apartment;1012;861,84;
8/1/22;apartment;1706;427,38;
5/1/23;apartment;1454;426,72;
5/1/22;apartment;913;359,72;
9/1/22;apartment;273;586,99;
5/1/23;apartment;777;763,83;
9/1/22;apartment;603;826,22;
3/1/22;apartment;376;872,51;
4/1/23;apartment;46;818,89;
4/1/22;apartment;621;439,32;
10/1/22;apartment;1578;398,69;
10/1/22;apartment;598;825,25;
3/1/22;apartment;1244;632,65;
3/1/23;apartment;368;744,36;
12/1/22;apartment;627;803,79;
5/1/23;apartment;1588;676,33;
4/1/23;apartment;1395;450,03;
12/1/22;apartment;1142;396,77;
7/1/22;apartment;663;465,35;
3/1/22;apartment;153;351,15;
12/1/22;apartment;1137;784,18;
3/1/22;apartment;827;395,39;
5/1/22;apartment;175;441,68;
11/1/22;apartment;709;827,39;
3/1/23;apartment;1631;749,5;
6/1/22;apartment;1239;562,57;
4/1/23;apartment;934;577,72;
7/1/22;apartment;1731;890,69;
5/1/22;apartment;1112;734,93;
9/1/22;apartment;1242;1076,66;
4/1/22;apartment;1079;415,89;
10/1/22;apartment;1112;734,93;
11/1/22;apartment;685;691,15;
7/1/22;apartment;1129;615,6;
10/1/22;apartment;1643;641,28;
9/1/22;apartment;942;767,24;
4/1/23;apartment;1390;617,97;
7/1/22;apartment;983;760,07;
9/1/22;apartment;800;398,64;
6/1/22;apartment;1034;1003,9;
3/1/23;apartment;320;698,59;
1/1/23;apartment;1475;723,47;
3/1/23;apartment;1376;727,8;
7/1/22;apartment;685;691,15;
9/1/22;apartment;55;502,03;
10/1/22;apartment;1090;632,65;
11/1/22;apartment;913;359,72;
4/1/22;apartment;126;452,65;
6/1/22;apartment;1644;621,4;
4/1/22;apartment;288;715,98;
4/1/23;apartment;757;1247,35;
5/1/22;apartment;1176;989,53;
3/1/22;apartment;109;701,49;
5/1/23;apartment;1553;411,56;
2/1/23;apartment;1000;1216,94;
10/1/22;apartment;781;784,27;
4/1/23;apartment;733;678,25;
3/1/22;apartment;90;668,15;
2/1/23;apartment;176;811,09;
4/1/22;apartment;1078;659,17;
7/1/22;apartment;1523;854,76;
1/1/23;apartment;101;562,35;
12/1/22;apartment;1221;614,27;
4/1/22;apartment;1731;890,69;
4/1/23;apartment;1170;926,81;
6/1/22;apartment;515;519,05;
10/1/22;apartment;265;1061,63;
12/1/22;apartment;1086;415,89;
3/1/22;apartment;813;1373,28;
10/1/22;apartment;178;811,09;
3/1/23;apartment;97;1013,2;
8/1/22;apartment;1112;734,93;
10/1/22;apartment;1011;659,17;
3/1/23;apartment;219;778,3;
7/1/22;apartment;105;778,3;
11/1/22;apartment;95;429,79;
9/1/22;apartment;1564;786,19;
4/1/22;apartment;1100;784,18;
3/1/23;apartment;955;577,72;
4/1/22;apartment;922;824,14;
2/1/23;apartment;1686;1129,74;
3/1/22;apartment;1419;479,13;
11/1/22;apartment;1487;604,34;
2/1/23;apartment;1257;494,76;
6/1/22;apartment;314;419,73;
7/1/22;apartment;1085;602,34;
5/1/22;apartment;1582;556,17;
4/1/23;apartment;1561;584,84;
1/1/23;apartment;1052;1151,58;
6/1/22;apartment;1133;748,12;
6/1/22;apartment;1086;415,89;
9/1/22;apartment;945;368,09;
6/1/22;apartment;47;628,22;
5/1/22;apartment;985;577,72;
1/1/23;apartment;245;665,25;
5/1/23;apartment;16;681,2;
5/1/23;apartment;704;616,36;
10/1/22;apartment;1436;413,72;
5/1/22;apartment;1000;1216,94;
8/1/22;apartment;520;381,91;
5/1/23;apartment;213;360,29;
4/1/22;apartment;135;1458,69;
7/1/22;apartment;33;698,63;
5/1/23;apartment;1182;351,35;
3/1/22;apartment;31;749,32;
5/1/23;apartment;924;623,18;
8/1/22;apartment;751;819,83;
7/1/22;apartment;945;368,09;
8/1/22;apartment;719;631,83;
8/1/22;apartment;1246;1209,85;
10/1/22;apartment;166;810,2;
4/1/23;apartment;1602;772,46;
4/1/23;apartment;1073;615,6;
2/1/23;apartment;1386;724,4;
9/1/22;apartment;582;475,11;
12/1/22;apartment;641;587,99;
11/1/22;apartment;1275;393,18;
2/1/23;apartment;1554;661,87;
5/1/23;apartment;608;372,61;
4/1/22;apartment;718;418,17;
12/1/22;apartment;100;472,77;
9/1/22;apartment;740;722,44;
11/1/22;apartment;524;356,34;
9/1/22;apartment;100;472,77;
6/1/22;apartment;958;786,36;
5/1/23;apartment;344;615,98;
12/1/22;apartment;1486;676,33;
5/1/22;apartment;1426;749,47;
8/1/22;apartment;729;706,16;
4/1/22;apartment;603;826,22;
11/1/22;apartment;1629;392,06;
2/1/23;apartment;618;431,18;
9/1/22;apartment;321;1179,63;
5/1/23;apartment;1278;659,17;
7/1/22;apartment;928;554,99;
5/1/22;apartment;1666;839,93;
5/1/22;apartment;276;571,05;
11/1/22;apartment;281;900,05;
4/1/23;apartment;1380;872,02;
7/1/22;apartment;38;839,46;
8/1/22;apartment;1249;380,04;
8/1/22;apartment;1278;659,17;
5/1/23;apartment;781;784,27;
3/1/22;apartment;55;502,03;
1/1/23;apartment;1366;426,72;
1/1/23;apartment;934;577,72;
6/1/22;apartment;509;515,62;
5/1/22;apartment;312;749,32;
7/1/22;apartment;301;573,95;
12/1/22;apartment;945;368,09;
8/1/22;apartment;297;749,32;
6/1/22;apartment;1244;632,65;
4/1/23;apartment;995;890,74;
5/1/22;apartment;569;605,32;
2/1/23;apartment;1268;695,16;
6/1/22;apartment;953;523,45;
3/1/22;apartment;1415;694,08;
7/1/22;apartment;552;813,86;
7/1/22;apartment;943;991,92;
9/1/22;apartment;482;559,62;
2/1/23;apartment;519;499,52;
9/1/22;apartment;453;388,88;
12/1/22;apartment;992;617,5;
4/1/23;apartment;788;737,57;
7/1/22;apartment;1711;686,65;
3/1/22;apartment;679;603,46;
3/1/22;apartment;1528;772,46;
10/1/22;apartment;1177;374,06;
12/1/22;apartment;557;804,37;
9/1/22;apartment;608;372,61;
10/1/22;apartment;677;667,94;
11/1/22;apartment;1374;472,21;
5/1/22;apartment;579;1001,18;
4/1/22;apartment;810;567,36;
1/1/23;apartment;1420;392,12;
9/1/22;apartment;365;698,59;
5/1/23;apartment;124;794,25;
1/1/23;apartment;1581;724,4;
9/1/22;apartment;306;898,14;
2/1/23;apartment;94;420,64;
11/1/22;apartment;1692;748,43;
2/1/23;apartment;678;813,86;
4/1/23;apartment;677;667,94;
4/1/22;apartment;812;423,05;
9/1/22;apartment;216;372,18;
9/1/22;apartment;1578;398,69;
10/1/22;apartment;1388;374,73;
4/1/23;apartment;943;991,92;
7/1/22;apartment;1688;872,02;
12/1/22;apartment;1429;749,5;
4/1/22;apartment;1164;463,69;
7/1/22;apartment;1686;1129,74;
3/1/22;apartment;1055;813,04;
5/1/22;apartment;509;515,62;
3/1/23;apartment;286;635,54;
2/1/23;apartment;111;642,06;
6/1/22;apartment;1153;625,07;
9/1/22;apartment;823;706,16;
9/1/22;apartment;349;715,09;
5/1/23;apartment;327;406,93;
7/1/22;apartment;296;375,84;
5/1/22;apartment;1223;451,74;
1/1/23;apartment;1064;399,16;
2/1/23;apartment;196;1556,36;
7/1/22;apartment;1513;933,82;
11/1/22;apartment;1560;803,09;
9/1/22;apartment;579;1001,18;
6/1/22;apartment;277;790,08;
2/1/23;apartment;1040;715,99;
4/1/22;apartment;1438;631,9;
5/1/22;apartment;640;830,41;
4/1/23;apartment;91;560,9;
3/1/22;apartment;1227;729;
6/1/22;apartment;1462;759,4;
7/1/22;apartment;334;823;
11/1/22;apartment;965;615,6;
7/1/22;apartment;496;644,97;
7/1/22;apartment;307;850,82;
4/1/22;apartment;1238;776,8;
1/1/23;apartment;1194;362,11;
3/1/22;apartment;1069;350,16;
5/1/22;apartment;1206;700,32;
10/1/22;apartment;1679;784,12;
10/1/22;apartment;1714;802,77;
2/1/23;apartment;1420;392,12;
1/1/23;apartment;1625;784,12;
2/1/23;apartment;751;819,83;
5/1/23;apartment;127;386,81;
2/1/23;apartment;1223;451,74;
10/1/22;apartment;1227;729;
1/1/23;apartment;538;398,64;
9/1/22;apartment;814;709,42;
3/1/22;apartment;991;617,5;
2/1/23;apartment;1146;570,14;
8/1/22;apartment;486;803,79;
2/1/23;apartment;1179;362,11;
1/1/23;apartment;1256;660,88;
4/1/22;apartment;1109;776,8;
7/1/22;apartment;1006;661,06;
1/1/23;apartment;1055;813,04;
6/1/22;apartment;779;825,25;
11/1/22;apartment;377;422,08;
12/1/22;apartment;252;1130,71;
3/1/23;apartment;1073;615,6;
8/1/22;apartment;1045;417,08;
11/1/22;apartment;321;1179,63;
8/1/22;apartment;137;1106,22;
1/1/23;apartment;1205;661,06;
10/1/22;apartment;486;803,79;
7/1/22;apartment;284;829,03;
8/1/22;apartment;1540;895,3;
4/1/22;apartment;272;360,29;
7/1/22;apartment;489;737,57;
3/1/23;apartment;122;724,24;
12/1/22;apartment;206;726,13;
3/1/22;apartment;14;758,99;
12/1/22;apartment;769;761,49;
4/1/22;apartment;1249;380,04;
5/1/23;apartment;948;786,08;
3/1/22;apartment;1431;802,77;
12/1/22;apartment;818;719,51;
10/1/22;apartment;1435;465,71;
1/1/23;apartment;46;818,89;
7/1/22;apartment;161;366,69;
3/1/22;apartment;1272;362,11;
3/1/23;apartment;1582;556,17;
12/1/22;apartment;1394;933,82;
10/1/22;apartment;1450;589,18;
4/1/23;apartment;1682;787,9;
5/1/23;apartment;615;493,01;
6/1/22;apartment;1456;926,95;
1/1/23;apartment;972;438,59;
8/1/22;apartment;174;773,62;
10/1/22;apartment;106;720,58;
3/1/22;apartment;1710;861,72;
5/1/23;apartment;1472;440,99;
3/1/23;apartment;1478;432,88;
5/1/23;apartment;1091;767,24;
1/1/23;apartment;365;698,59;
4/1/22;apartment;1538;472,21;
3/1/22;apartment;1589;631,9;
12/1/22;apartment;1209;1029,79;
10/1/22;apartment;1458;772,46;
7/1/22;apartment;457;760,78;
6/1/22;apartment;1104;729;
9/1/22;apartment;1733;607,99;
1/1/23;apartment;1585;383,6;
1/1/23;apartment;1645;787,9;
5/1/23;apartment;910;589,08;
2/1/23;apartment;1714;802,77;
4/1/23;apartment;121;724,24;
9/1/22;apartment;520;381,91;
3/1/23;apartment;336;900,05;
6/1/22;apartment;1443;427,38;
2/1/23;apartment;1052;1151,58;
5/1/23;apartment;1515;426,72;
2/1/23;apartment;953;523,45;
6/1/22;apartment;705;761,49;
12/1/22;apartment;965;615,6;
12/1/22;apartment;219;778,3;
3/1/22;apartment;995;890,74;
6/1/22;apartment;938;602,34;
3/1/23;apartment;806;822,67;
9/1/22;apartment;272;360,29;
11/1/22;apartment;1139;831,78;
12/1/22;apartment;1095;973,6;
12/1/22;apartment;812;423,05;
6/1/22;apartment;1487;604,34;
3/1/22;apartment;1675;383,6;
7/1/22;apartment;35;1029,66;
6/1/22;apartment;1531;738,13;
10/1/22;apartment;1181;358,52;
6/1/22;apartment;802;353,08;
12/1/22;apartment;1184;784,18;
6/1/22;apartment;814;709,42;
10/1/22;apartment;451;427,93;
7/1/22;apartment;213;360,29;
11/1/22;apartment;995;890,74;
3/1/22;apartment;1473;759,4;
4/1/23;apartment;1389;652,3;
5/1/22;apartment;603;826,22;
7/1/22;apartment;1056;634,54;
3/1/22;apartment;641;587,99;
7/1/22;apartment;903;793,53;
3/1/23;apartment;1513;933,82;
3/1/22;apartment;964;388,4;
12/1/22;apartment;764;587,99;
3/1/22;apartment;677;667,94;
9/1/22;apartment;1239;562,57;
5/1/22;apartment;1268;695,16;
3/1/22;apartment;971;659,17;
2/1/23;apartment;793;836,33;
4/1/22;apartment;281;900,05;
3/1/22;apartment;50;1302,17;
3/1/22;apartment;802;353,08;
10/1/22;apartment;905;628,86;
6/1/22;apartment;243;600,03;
8/1/22;apartment;56;808,97;
5/1/22;apartment;1462;759,4;
2/1/23;apartment;1400;1277,77;
10/1/22;apartment;1231;608,03;
3/1/23;apartment;1187;388,4;
1/1/23;apartment;712;616,36;
4/1/22;apartment;1589;631,9;
6/1/22;apartment;76;702,29;
2/1/23;apartment;1620;506,49;
2/1/23;apartment;30;1135,74;
3/1/22;apartment;464;830,41;
4/1/23;apartment;1393;872,21;
1/1/23;apartment;1230;831,78;
3/1/22;apartment;126;452,65;
1/1/23;apartment;1523;854,76;
3/1/23;apartment;188;749,32;
5/1/23;apartment;678;813,86;
3/1/23;apartment;13;601,7;
3/1/22;apartment;793;836,33;
6/1/22;apartment;497;380,74;
3/1/23;apartment;453;388,88;
2/1/23;apartment;1664;621,4;
3/1/22;apartment;334;823;
9/1/22;apartment;1024;393,18;
5/1/23;apartment;640;830,41;
8/1/22;apartment;736;636,99;
5/1/22;apartment;723;603,46;
9/1/22;apartment;718;418,17;
3/1/23;apartment;221;815,34;
4/1/23;apartment;35;1029,66;
7/1/22;apartment;592;380,74;
12/1/22;apartment;178;811,09;
12/1/22;apartment;55;502,03;
11/1/22;apartment;747;370,98;
9/1/22;apartment;476;791,98;
1/1/23;apartment;14;758,99;
7/1/22;apartment;1644;621,4;
7/1/22;apartment;1496;361,74;
3/1/22;apartment;777;763,83;
4/1/22;apartment;1470;839,93;
9/1/22;apartment;491;719,51;
7/1/22;apartment;452;370,98;
7/1/22;apartment;1384;1357,96;
5/1/23;apartment;372;829,03;
9/1/22;apartment;1456;926,95;
3/1/23;apartment;1157;615,6;
10/1/22;apartment;947;700,32;
3/1/22;apartment;1688;872,02;
3/1/22;apartment;1184;784,18;
8/1/22;apartment;1547;865,76;
6/1/22;apartment;826;678,25;
4/1/22;apartment;531;436,06;
3/1/22;apartment;735;776,25;
4/1/22;apartment;1095;973,6;
4/1/23;apartment;1700;767,2;
3/1/23;apartment;655;665,36;
9/1/22;apartment;550;621,52;
9/1/22;apartment;1471;576,77;
8/1/22;apartment;1458;772,46;
11/1/22;apartment;279;665,25;
4/1/22;apartment;906;623,18;
7/1/22;apartment;266;687;
12/1/22;apartment;1443;427,38;
11/1/22;apartment;277;790,08;
2/1/23;apartment;336;900,05;
7/1/22;apartment;1702;1277,99;
7/1/22;apartment;1727;809,2;
8/1/22;apartment;190;1174,17;
4/1/22;apartment;377;422,08;
5/1/23;apartment;800;398,64;
1/1/23;apartment;485;691,15;
12/1/22;apartment;967;350,16;
11/1/22;apartment;1146;570,14;
8/1/22;apartment;950;659,17;
12/1/22;apartment;552;813,86;
7/1/22;apartment;584;797,28;
6/1/22;apartment;252;1130,71;
3/1/22;apartment;203;421,56;
7/1/22;apartment;1502;802,77;
3/1/22;apartment;1205;661,06;
6/1/22;apartment;906;623,18;
10/1/22;apartment;827;395,39;
3/1/22;apartment;187;720,58;
2/1/23;apartment;28;709,61;
12/1/22;apartment;1563;617,97;
1/1/23;apartment;1160;415,89;
4/1/23;apartment;752;760,78;
1/1/23;apartment;153;351,15;
1/1/23;apartment;1176;989,53;
11/1/22;apartment;1198;556,88;
5/1/22;apartment;307;850,82;
10/1/22;apartment;1547;865,76;
8/1/22;apartment;1515;426,72;
9/1/22;apartment;1203;415,89;
10/1/22;apartment;169;688,44;
5/1/22;apartment;1686;1129,74;
5/1/23;apartment;1024;393,18;
10/1/22;apartment;336;900,05;
5/1/22;apartment;137;1106,22;
2/1/23;apartment;1644;621,4;
7/1/22;apartment;153;351,15;
9/1/22;apartment;1170;926,81;
3/1/23;apartment;575;1059,93;
10/1/22;apartment;763;784,27;
4/1/22;apartment;523;370,98;
3/1/23;apartment;1537;404,6;
9/1/22;apartment;83;480,08;
4/1/23;apartment;1593;411,56;
3/1/22;apartment;181;673,03;
7/1/22;apartment;959;358,52;
8/1/22;apartment;88;1014,55;
7/1/22;apartment;1638;759,4;
4/1/22;apartment;1706;427,38;
4/1/23;apartment;751;819,83;
6/1/22;apartment;126;452,65;
5/1/23;apartment;1664;621,4;
11/1/22;apartment;1645;787,9;
9/1/22;apartment;810;567,36;
4/1/22;apartment;1459;389,9;
12/1/22;apartment;345;516,66;
10/1/22;apartment;17;698,59;
5/1/22;apartment;1380;872,02;
5/1/23;apartment;909;602,34;
3/1/23;apartment;1682;787,9;
7/1/22;apartment;788;737,57;
11/1/22;apartment;748;380,74;
8/1/22;apartment;826;678,25;
4/1/23;apartment;577;590,57;
7/1/22;apartment;1120;362,11;
3/1/23;apartment;1545;589,18;
4/1/22;apartment;1366;426,72;
5/1/22;apartment;1688;872,02;
6/1/22;apartment;187;720,58;
12/1/22;apartment;1055;813,04;
10/1/22;apartment;1013;400,35;
4/1/22;apartment;726;819,83;
9/1/22;apartment;1450;589,18;
11/1/22;apartment;737;709,42;
10/1/22;apartment;306;898,14;
7/1/22;apartment;1633;472,21;
3/1/22;apartment;351;815,99;
11/1/22;apartment;180;1014,55;
2/1/23;apartment;341;433,45;
10/1/22;apartment;687;413,11;
2/1/23;apartment;677;667,94;
8/1/22;apartment;1696;676,33;
8/1/22;apartment;275;455,39;
3/1/23;apartment;595;776,25;
3/1/23;apartment;203;421,56;
2/1/23;apartment;1587;827,44;
3/1/23;apartment;1074;660,88;
11/1/22;apartment;175;441,68;
2/1/23;apartment;1221;614,27;
3/1/22;apartment;1044;825,85;
11/1/22;apartment;763;784,27;
6/1/22;apartment;1374;472,21;
4/1/22;apartment;261;1475,67;
7/1/22;apartment;1047;705,1;
11/1/22;apartment;296;375,84;
4/1/23;apartment;109;701,49;
8/1/22;apartment;1578;398,69;
1/1/23;apartment;514;855,86;
5/1/23;apartment;459;773,67;
4/1/22;apartment;453;388,88;
1/1/23;apartment;1191;350,16;
12/1/22;apartment;190;1174,17;
2/1/23;apartment;297;749,32;
3/1/22;apartment;136;1002,23;
11/1/22;apartment;1438;631,9;
6/1/22;apartment;1629;392,06;
1/1/23;apartment;741;776,25;
4/1/23;apartment;827;395,39;
6/1/22;apartment;1473;759,4;
7/1/22;apartment;351;815,99;
1/1/23;apartment;181;673,03;
12/1/22;apartment;491;719,51;
4/1/23;apartment;1278;659,17;
5/1/22;apartment;995;890,74;
11/1/22;apartment;607;453,96;
10/1/22;apartment;1026;617,5;
10/1/22;apartment;1656;824,84;
4/1/23;apartment;582;475,11;
7/1/22;apartment;777;763,83;
11/1/22;apartment;1244;632,65;
3/1/22;apartment;1145;393,18;
7/1/22;apartment;1371;1347,85;
4/1/23;apartment;1702;1277,99;
8/1/22;apartment;959;358,52;
4/1/23;apartment;575;1059,93;
3/1/22;apartment;515;519,05;
3/1/22;apartment;951;786,08;
7/1/22;apartment;1729;703,8;
5/1/23;apartment;671;691,15;
5/1/23;apartment;345;516,66;
3/1/22;apartment;598;825,25;
2/1/23;apartment;1078;659,17;
8/1/22;apartment;1135;831,78;
8/1/22;apartment;515;519,05;
3/1/22;apartment;1496;361,74;
6/1/22;apartment;209;1001,51;
7/1/22;apartment;1203;415,89;
12/1/22;apartment;1057;608,03;
4/1/22;apartment;1393;872,21;
5/1/22;apartment;942;767,24;
4/1/23;apartment;713;649,7;
9/1/22;apartment;616;431,18;
6/1/22;apartment;1625;784,12;
3/1/23;apartment;202;1066,73;
1/1/23;apartment;1469;841,13;
12/1/22;apartment;1146;570,14;
7/1/22;apartment;1020;415,89;
3/1/23;apartment;1231;608,03;
3/1/23;apartment;105;778,3;
4/1/23;apartment;139;778,3;
1/1/23;apartment;1434;748,43;
12/1/22;apartment;782;807,18;
4/1/22;apartment;769;761,49;
4/1/22;apartment;695;999,04;
2/1/23;apartment;532;559,62;
1/1/23;apartment;819;1088,3;
9/1/22;apartment;600;621,52;
8/1/22;apartment;527;530,44;
3/1/22;apartment;125;405,1;
2/1/23;apartment;1485;398,69;
10/1/22;apartment;1038;639,37;
4/1/23;apartment;1513;933,82;
11/1/22;apartment;9;433,45;
10/1/22;apartment;1710;861,72;
12/1/22;apartment;1596;820,35;
4/1/23;apartment;1019;689,56;
2/1/23;apartment;1064;399,16;
3/1/22;apartment;1555;749,47;
6/1/22;apartment;95;429,79;
3/1/23;apartment;1723;720,96;
4/1/22;apartment;44;1068,07;
2/1/23;apartment;819;1088,3;
6/1/22;apartment;995;890,74;
4/1/22;apartment;1111;415,89;
7/1/22;apartment;365;698,59;
6/1/22;apartment;1238;776,8;
5/1/23;apartment;603;826,22;
10/1/22;apartment;1657;676,33;
9/1/22;apartment;367;720,58;
4/1/23;apartment;1134;400,35;
5/1/22;apartment;58;665,25;
10/1/22;apartment;514;855,86;
12/1/22;apartment;137;1106,22;
10/1/22;apartment;1589;631,9;
9/1/22;apartment;191;742,53;
5/1/23;apartment;1415;694,08;
4/1/23;apartment;1120;362,11;
4/1/22;apartment;616;431,18;
9/1/22;apartment;1142;396,77;
2/1/23;apartment;949;748,12;
1/1/23;apartment;349;715,09;
5/1/22;apartment;109;701,49;
11/1/22;apartment;1574;823,11;
1/1/23;apartment;1670;839,93;
6/1/22;apartment;1365;853,44;
4/1/22;apartment;967;350,16;
9/1/22;apartment;735;776,25;
4/1/22;apartment;514;855,86;
3/1/23;apartment;451;427,93;
3/1/23;apartment;905;628,86;
7/1/22;apartment;500;803,92;
3/1/22;apartment;776;715,93;
3/1/23;apartment;1242;1076,66;
3/1/23;apartment;1688;872,02;
10/1/22;apartment;788;737,57;
4/1/22;apartment;265;1061,63;
8/1/22;apartment;1688;872,02;
1/1/23;apartment;481;719,51;
6/1/22;apartment;909;602,34;
11/1/22;apartment;152;885,67;
4/1/23;apartment;990;798,31;
1/1/23;apartment;471;872,13;
7/1/22;apartment;377;422,08;
1/1/23;apartment;1558;472,21;
2/1/23;apartment;1472;440,99;
6/1/22;apartment;934;577,72;
9/1/22;apartment;454;742,72;
8/1/22;apartment;514;855,86;
5/1/22;apartment;1165;583,4;
4/1/22;apartment;136;1002,23;
1/1/23;apartment;1505;676,33;
4/1/23;apartment;1541;376,9;
5/1/22;apartment;607;453,96;
7/1/22;apartment;154;839,46;
10/1/22;apartment;1250;358,52;
1/1/23;apartment;1239;562,57;
6/1/22;apartment;1631;749,5;
3/1/23;apartment;748;380,74;
6/1/22;apartment;1640;392,06;
9/1/22;apartment;1156;362,11;
9/1/22;apartment;1702;1277,99;
3/1/22;apartment;1621;657,54;
3/1/23;apartment;974;1023,4;
9/1/22;apartment;1638;759,4;
