Table 1
dt;employerid;hires;dropouts;total_employees
2022-08-23;1315;0;0;7
2022-08-23;1316;0;0;3
2022-08-23;1317;0;0;3
2022-08-23;1318;0;0;3
2022-08-23;1319;0;0;3
2022-08-23;1320;0;0;2
2022-08-23;1321;0;0;1
2022-08-23;1322;0;0;2
2022-08-23;1323;0;0;6
2022-08-23;1324;0;0;2
2022-08-23;1325;0;0;3
2022-08-23;1326;0;0;5
2022-08-23;1327;0;0;1
2022-08-23;1328;0;0;2
2022-08-23;1329;0;0;2
2022-08-23;1330;0;0;6
2022-08-23;1331;0;0;2
2022-08-23;1332;0;0;1
2022-08-23;1333;0;0;1
2022-08-23;1334;0;0;3
2022-08-23;1335;0;0;1
2022-08-23;1336;0;0;2
2022-08-23;1337;0;0;4
2022-08-23;1338;0;0;2
2022-08-23;1339;0;0;4
2022-08-23;1340;0;0;3
2022-08-23;1341;0;0;5
2022-08-23;1734;0;0;3
2022-08-23;1735;0;0;4
2022-08-23;1736;0;0;5
2022-08-23;1737;0;0;6
2022-08-23;1738;0;0;2
2022-08-23;1739;0;0;2
2022-08-23;1740;0;0;3
2022-08-23;1741;0;0;1
2022-08-23;1742;0;0;5
2022-08-23;1743;0;0;3
2022-08-23;1744;0;0;3
2022-08-23;1745;0;0;6
2022-08-23;1746;0;0;4
2022-08-23;1747;0;0;1
2022-08-23;1748;0;0;5
2022-08-23;1749;0;0;6
2022-08-23;1750;0;0;2
2022-08-23;1751;0;0;1
2022-08-23;1752;0;0;2
2022-08-23;1753;0;0;1
2022-08-23;1754;0;0;1
2022-08-23;1755;0;0;3
2022-08-23;1756;0;0;2
2022-08-23;1757;0;0;4
2022-08-23;1758;0;0;1
2022-08-23;1759;0;0;7
2022-08-23;1760;0;0;3
2022-08-23;1761;0;0;3
2022-08-23;1762;0;0;1
2022-08-23;1763;0;0;6
2022-08-23;1764;0;0;3
2022-08-23;1765;0;0;5
2022-08-23;1766;0;0;4
2022-08-23;1767;0;0;4
2022-08-23;1768;0;0;5
2022-08-23;1769;0;0;1
2022-08-23;1770;0;0;5
2022-08-23;1771;0;0;8
2022-08-23;1772;0;0;2
2022-08-23;1773;0;0;2
2022-08-23;1774;0;0;2
2022-08-23;1775;0;0;1
2022-08-23;1776;0;0;3
2022-08-23;1777;0;0;1
2022-08-23;1778;0;0;2
2022-08-23;1779;0;0;4
2022-08-23;1780;0;0;2
2022-08-23;1781;0;0;3
2022-08-23;1782;0;0;5
2022-08-23;1783;0;0;1
2022-08-23;1784;0;0;3
2022-08-23;1785;0;0;3
2022-08-23;1786;0;0;8
2022-08-23;1787;0;0;2
2022-08-23;1788;0;0;5
2022-08-23;1789;0;0;6
2022-08-23;1790;0;0;6
2022-08-23;1791;0;0;1
2022-08-23;1792;0;0;6
2022-08-23;1793;0;0;6
2022-08-23;1794;0;0;2
2022-08-23;1795;0;0;6
2022-08-23;1796;0;0;5
2022-08-23;1797;0;0;1
2022-08-22;379;0;0;1
2022-08-22;381;0;0;4
2022-08-22;382;0;0;4
2022-08-22;383;0;0;6
2022-08-22;384;0;0;3
2022-08-22;385;0;0;5
2022-08-22;386;0;0;5
2022-08-22;387;0;0;2
2022-08-22;388;0;0;5
2022-08-22;389;0;0;3
2022-08-22;390;0;0;3
2022-08-22;391;0;0;2
2022-08-22;392;0;0;3
2022-08-22;393;0;0;4
2022-08-22;394;0;0;1
2022-08-22;395;0;0;3
2022-08-22;396;0;0;7
2022-08-22;397;0;0;6
2022-08-22;398;0;0;4
2022-08-22;399;0;0;5
2022-08-22;400;0;0;2
2022-08-22;401;0;0;5
2022-08-22;402;0;0;4
2022-08-22;403;0;0;6
2022-08-22;404;0;0;1
2022-08-22;405;0;0;5
2022-08-22;406;0;0;6
2022-08-22;407;0;0;4
2022-08-22;408;0;0;6
2022-08-22;409;0;0;1
2022-08-22;410;0;0;4
2022-08-22;411;0;0;2
2022-08-22;412;0;0;2
2022-08-22;413;0;0;5
2022-08-22;414;0;0;5
2022-08-22;415;0;0;5
2022-08-22;416;0;0;4
2022-08-22;417;0;0;3
2022-08-22;418;0;0;4
2022-08-22;419;0;0;2
2022-08-22;421;0;0;5
2022-08-22;422;0;0;4
2022-08-22;423;0;0;5
2022-08-22;424;0;0;5
2022-08-22;425;0;0;4
2022-08-22;426;0;0;4
2022-08-22;427;0;0;5
2022-08-22;428;0;0;3
2022-08-22;429;0;0;5
2022-08-22;430;0;0;1
2022-08-22;431;0;0;1
2022-08-22;432;0;0;4
2022-08-22;433;0;0;1
2022-08-22;434;0;0;5
2022-08-22;435;0;0;5
2022-08-22;436;0;0;3
2022-08-22;437;0;0;7
2022-08-22;438;0;0;5
2022-08-22;439;0;0;6
2022-08-22;440;0;0;5
2022-08-22;441;0;0;5
2022-08-22;829;0;0;1
2022-08-22;830;0;0;4
2022-08-22;831;0;0;3
2022-08-22;833;0;0;3
2022-08-22;834;0;0;2
2022-08-22;836;0;0;2
2022-08-22;837;0;0;6
2022-08-22;838;0;0;4
2022-08-22;839;0;0;1
2022-08-22;840;0;0;3
2022-08-22;841;0;0;5
2022-08-22;842;0;0;3
2022-08-22;843;0;0;4
2022-08-22;844;0;0;1
2022-08-22;845;0;0;4
2022-08-22;846;0;0;1
2022-08-22;847;0;0;5
2022-08-22;848;0;0;1
2022-08-22;849;0;0;2
2022-08-22;850;0;0;4
2022-08-22;851;0;0;3
2022-08-22;852;0;0;4
2022-08-22;853;0;0;4
2022-08-22;854;0;0;3
2022-08-22;855;0;0;5
2022-08-22;856;0;0;3
2022-08-22;857;0;0;5
2022-08-22;859;0;0;5
2022-08-22;860;0;0;1
2022-08-22;861;0;0;2
2022-08-22;862;0;0;3
2022-08-22;863;0;0;4
2022-08-22;864;0;0;3
2022-08-22;865;0;0;5
2022-08-22;866;0;0;2
2022-08-22;867;0;0;5
2022-08-22;868;0;0;6
2022-08-22;869;0;0;4
2022-08-22;870;0;0;4
2022-08-22;871;0;0;5
2022-08-22;872;0;0;3
2022-08-22;873;0;0;6
2022-08-22;874;0;0;6
2022-08-22;875;0;0;1
2022-08-22;876;0;0;7
2022-08-22;877;0;0;8
2022-08-22;878;0;0;6
2022-08-22;879;0;0;2
2022-08-22;880;0;0;3
2022-08-22;881;0;0;2
2022-08-22;882;0;0;2
2022-08-22;883;0;0;8
2022-08-22;884;0;0;1
2022-08-22;885;0;0;5
2022-08-22;886;0;0;3
2022-08-22;887;0;0;5
2022-08-22;888;0;0;3
2022-08-22;889;0;0;2
2022-08-22;890;0;0;1
2022-08-22;891;0;0;5
2022-08-22;1279;0;0;3
2022-08-22;1280;0;0;2
2022-08-22;1281;0;0;4
2022-08-22;1282;0;0;3
2022-08-22;1283;0;0;6
2022-08-22;1284;0;0;4
2022-08-22;1285;0;0;6
2022-08-22;1286;0;0;5
2022-08-22;1287;0;0;4
2022-08-22;1288;0;0;3
2022-08-22;1289;0;0;4
2022-08-22;1290;0;0;2
2022-08-22;1291;0;0;5
2022-08-22;1292;0;0;2
2022-08-22;1293;0;0;1
2022-08-22;1294;0;0;1
2022-08-22;1295;0;0;5
2022-08-22;1296;0;0;3
2022-08-22;1297;0;0;5
2022-08-22;1298;0;0;6
2022-08-22;1299;0;0;6
2022-08-22;1300;0;0;4
2022-08-22;1301;0;0;1
2022-08-22;1302;0;0;3
2022-08-22;1303;0;0;3
2022-08-22;1304;0;0;4
2022-08-22;1305;0;0;2
2022-08-22;1306;0;0;6
2022-08-22;1307;0;0;5
2022-08-22;1308;0;0;2
2022-08-22;1309;0;0;3
2022-08-22;1310;0;0;2
2022-08-22;1311;0;0;5
2022-08-22;1312;0;0;1
2022-08-22;1313;0;0;4
2022-08-22;1314;0;0;3
2022-08-22;1315;0;0;7
2022-08-22;1316;0;0;3
2022-08-22;1317;0;0;3
2022-08-22;1318;0;0;3
2022-08-22;1319;0;0;3
2022-08-22;1320;0;0;2
2022-08-22;1321;0;0;1
2022-08-22;1322;0;0;2
2022-08-22;1323;0;0;6
2022-08-22;1324;0;0;2
2022-08-22;1325;0;0;3
2022-08-22;1326;0;0;5
2022-08-22;1327;0;0;1
2022-08-22;1328;0;0;2
2022-08-22;1329;0;0;2
2022-08-22;1330;0;0;6
2022-08-22;1331;0;0;2
2022-08-22;1332;0;0;1
2022-08-22;1333;0;0;1
2022-08-22;1334;0;0;3
2022-08-22;1335;0;0;1
2022-08-22;1336;0;0;2
2022-08-22;1337;0;0;4
2022-08-22;1338;0;0;2
2022-08-22;1339;0;0;4
2022-08-22;1340;0;0;3
2022-08-22;1341;0;0;5
2022-08-22;1734;0;0;3
2022-08-22;1735;0;0;4
2022-08-22;1736;0;0;5
2022-08-22;1737;0;0;6
2022-08-22;1738;0;0;2
2022-08-22;1739;0;0;2
2022-08-22;1740;0;0;3
2022-08-22;1741;0;0;1
2022-08-22;1742;0;0;5
2022-08-22;1743;0;0;3
2022-08-22;1744;0;0;3
2022-08-22;1745;0;0;6
2022-08-22;1746;0;0;4
2022-08-22;1747;0;0;1
2022-08-22;1748;0;0;5
2022-08-22;1749;0;0;6
2022-08-22;1750;0;0;2
2022-08-22;1751;0;0;1
2022-08-22;1752;0;0;2
2022-08-22;1753;0;0;1
2022-08-22;1754;0;0;1
2022-08-22;1755;0;0;3
2022-08-22;1756;0;0;2
2022-08-22;1757;0;0;4
2022-08-22;1758;0;0;1
2022-08-22;1759;0;0;7
2022-08-22;1760;0;0;3
2022-08-22;1761;0;0;3
2022-08-22;1762;0;0;1
2022-08-22;1763;0;0;6
2022-08-22;1764;0;0;3
2022-08-22;1765;0;0;5
2022-08-22;1766;0;0;4
2022-08-22;1767;0;0;4
2022-08-22;1768;0;0;5
2022-08-22;1769;0;0;1
2022-08-22;1770;0;0;5
2022-08-22;1771;0;0;8
2022-08-22;1772;0;0;2
2022-08-22;1773;0;0;2
2022-08-22;1774;0;0;2
2022-08-22;1775;0;0;1
2022-08-22;1776;0;0;3
2022-08-22;1777;0;0;1
2022-08-22;1778;0;0;2
2022-08-22;1779;0;0;4
2022-08-22;1780;0;0;2
2022-08-22;1781;0;0;3
2022-08-22;1782;0;0;5
2022-08-22;1783;0;0;1
2022-08-22;1784;0;0;3
2022-08-22;1785;0;0;3
2022-08-22;1786;0;0;8
2022-08-22;1787;0;0;2
2022-08-22;1788;0;0;5
2022-08-22;1789;0;0;6
2022-08-22;1790;0;0;6
2022-08-22;1791;0;0;1
2022-08-22;1792;0;0;6
2022-08-22;1793;0;0;6
2022-08-22;1794;0;0;2
2022-08-22;1795;0;0;6
2022-08-22;1796;0;0;5
2022-08-22;1797;0;0;1
2022-08-21;379;0;0;1
2022-08-21;381;0;0;4
2022-08-21;382;0;0;4
2022-08-21;383;0;0;6
2022-08-21;384;0;0;3
2022-08-21;385;0;0;5
2022-08-21;386;0;0;5
2022-08-21;387;0;0;2
2022-08-21;388;0;0;5
2022-08-21;389;0;0;3
2022-08-21;390;0;0;3
2022-08-21;391;0;0;2
2022-08-21;392;0;0;3
2022-08-21;393;0;0;4
2022-08-21;394;0;0;1
2022-08-21;395;0;0;3
2022-08-21;396;0;0;7
2022-08-21;397;0;0;6
2022-08-21;398;0;0;4
2022-08-21;399;0;0;5
2022-08-21;400;0;0;2
2022-08-21;401;0;0;5
2022-08-21;402;0;0;4
2022-08-21;403;0;0;6
2022-08-21;404;0;0;1
2022-08-21;405;0;0;5
2022-08-21;406;0;0;6
2022-08-21;407;0;0;4
2022-08-21;408;0;0;6
2022-08-21;409;0;0;1
2022-08-21;410;0;0;4
2022-08-21;411;0;0;2
2022-08-21;412;0;0;2
2022-08-21;413;0;0;5
2022-08-21;414;0;0;5
2022-08-21;415;0;0;5
2022-08-21;416;0;0;4
2022-08-21;417;0;0;3
2022-08-21;418;0;0;4
2022-08-21;419;0;0;2
2022-08-21;421;0;0;5
2022-08-21;422;0;0;4
2022-08-21;423;0;0;5
2022-08-21;424;0;0;5
2022-08-21;425;0;0;4
2022-08-21;426;0;0;4
2022-08-21;427;0;0;5
2022-08-21;428;0;0;3
2022-08-21;429;0;0;5
2022-08-21;430;0;0;1
2022-08-21;431;0;0;1
2022-08-21;432;0;0;4
2022-08-21;433;0;0;1
2022-08-21;434;0;0;5
2022-08-21;435;0;0;5
2022-08-21;436;0;0;3
2022-08-21;437;0;0;7
2022-08-21;438;0;0;5
2022-08-21;439;0;0;6
2022-08-21;440;0;0;5
2022-08-21;441;0;0;5
2022-08-21;829;0;0;1
2022-08-21;830;0;0;4
2022-08-21;831;0;0;3
2022-08-21;833;0;0;3
2022-08-21;834;0;0;2
2022-08-21;836;0;0;2
2022-08-21;837;0;0;6
2022-08-21;838;0;0;4
2022-08-21;839;0;0;1
2022-08-21;840;0;0;3
2022-08-21;841;0;0;5
2022-08-21;842;0;0;3
2022-08-21;843;0;0;4
2022-08-21;844;0;0;1
2022-08-21;845;0;0;4
2022-08-21;846;0;0;1
2022-08-21;847;0;0;5
2022-08-21;848;0;0;1
2022-08-21;849;0;0;2
2022-08-21;850;0;0;4
2022-08-21;851;0;0;3
2022-08-21;852;0;0;4
2022-08-21;853;0;0;4
2022-08-21;854;0;0;3
2022-08-21;855;0;0;5
2022-08-21;856;0;0;3
2022-08-21;857;0;0;5
2022-08-21;859;0;0;5
2022-08-21;860;0;0;1
2022-08-21;861;0;0;2
2022-08-21;862;0;0;3
2022-08-21;863;0;0;4
2022-08-21;864;0;0;3
2022-08-21;865;0;0;5
2022-08-21;866;0;0;2
2022-08-21;867;0;0;5
2022-08-21;868;0;0;6
2022-08-21;869;0;0;4
2022-08-21;870;0;0;4
2022-08-21;871;0;0;5
2022-08-21;872;0;0;3
2022-08-21;873;0;0;6
2022-08-21;874;0;0;6
2022-08-21;875;0;0;1
2022-08-21;876;0;0;7
2022-08-21;877;0;0;8
2022-08-21;878;0;0;6
2022-08-21;879;0;0;2
2022-08-21;880;0;0;3
2022-08-21;881;0;0;2
2022-08-21;882;0;0;2
2022-08-21;883;0;0;8
2022-08-21;884;0;0;1
2022-08-21;885;0;0;5
2022-08-21;886;0;0;3
2022-08-21;887;0;0;5
2022-08-21;888;0;0;3
2022-08-21;889;0;0;2
2022-08-21;890;0;0;1
2022-08-21;891;0;0;5
2022-08-21;1279;0;0;3
2022-08-21;1280;0;0;2
2022-08-21;1281;0;0;4
2022-08-21;1282;0;0;3
2022-08-21;1283;0;0;6
2022-08-21;1284;0;0;4
2022-08-21;1285;0;0;6
2022-08-21;1286;0;0;5
2022-08-21;1287;0;0;4
2022-08-21;1288;0;0;3
2022-08-21;1289;0;0;4
2022-08-21;1290;0;0;2
2022-08-21;1291;0;0;5
2022-08-21;1292;0;0;2
2022-08-21;1293;0;0;1
2022-08-21;1294;0;0;1
2022-08-21;1295;0;0;5
2022-08-21;1296;0;0;3
2022-08-21;1297;0;0;5
2022-08-21;1298;0;0;6
2022-08-21;1299;0;0;6
2022-08-21;1300;0;0;4
2022-08-21;1301;0;0;1
2022-08-21;1302;0;0;3
2022-08-21;1303;0;0;3
2022-08-21;1304;0;0;4
2022-08-21;1305;0;0;2
2022-08-21;1306;0;0;6
2022-08-21;1307;0;0;5
2022-08-21;1308;0;0;2
2022-08-21;1309;0;0;3
2022-08-21;1310;0;0;2
2022-08-21;1311;0;0;5
2022-08-21;1312;0;0;1
2022-08-21;1313;0;0;4
2022-08-21;1314;0;0;3
2022-08-21;1315;0;0;7
2022-08-21;1316;0;0;3
2022-08-21;1317;0;0;3
2022-08-21;1318;0;0;3
2022-08-21;1319;0;0;3
2022-08-21;1320;0;0;2
2022-08-21;1321;0;0;1
2022-08-21;1322;0;0;2
2022-08-21;1323;0;0;6
2022-08-21;1324;0;0;2
2022-08-21;1325;0;0;3
2022-08-21;1326;0;0;5
2022-08-21;1327;0;0;1
2022-08-21;1328;0;0;2
2022-08-21;1329;0;0;2
2022-08-21;1330;0;0;6
2022-08-21;1331;0;0;2
2022-08-21;1332;0;0;1
2022-08-21;1333;0;0;1
2022-08-21;1334;0;0;3
2022-08-21;1335;0;0;1
2022-08-21;1336;0;0;2
2022-08-21;1337;0;0;4
2022-08-21;1338;0;0;2
2022-08-21;1339;0;0;4
2022-08-21;1340;0;0;3
2022-08-21;1341;0;0;5
2022-08-21;1734;0;0;3
2022-08-21;1735;0;0;4
2022-08-21;1736;0;0;5
2022-08-21;1737;0;0;6
2022-08-21;1738;0;0;2
2022-08-21;1739;0;0;2
2022-08-21;1740;0;0;3
2022-08-21;1741;0;0;1
2022-08-21;1742;0;0;5
2022-08-21;1743;0;0;3
2022-08-21;1744;0;0;3
2022-08-21;1745;0;0;6
2022-08-21;1746;0;0;4
2022-08-21;1747;0;0;1
2022-08-21;1748;0;0;5
2022-08-21;1749;0;0;6
2022-08-21;1750;0;0;2
2022-08-21;1751;0;0;1
2022-08-21;1752;0;0;2
2022-08-21;1753;0;0;1
2022-08-21;1754;0;0;1
2022-08-21;1755;0;0;3
2022-08-21;1756;0;0;2
2022-08-21;1757;0;0;4
2022-08-21;1758;0;0;1
2022-08-21;1759;0;0;7
2022-08-21;1760;0;0;3
2022-08-21;1761;0;0;3
2022-08-21;1762;0;0;1
2022-08-21;1763;0;0;6
2022-08-21;1764;0;0;3
2022-08-21;1765;0;0;5
2022-08-21;1766;0;0;4
2022-08-21;1767;0;0;4
2022-08-21;1768;0;0;5
2022-08-21;1769;0;0;1
2022-08-21;1770;0;0;5
2022-08-21;1771;0;0;8
2022-08-21;1772;0;0;2
2022-08-21;1773;0;0;2
2022-08-21;1774;0;0;2
2022-08-21;1775;0;0;1
2022-08-21;1776;0;0;3
2022-08-21;1777;0;0;1
2022-08-21;1778;0;0;2
2022-08-21;1779;0;0;4
2022-08-21;1780;0;0;2
2022-08-21;1781;0;0;3
2022-08-21;1782;0;0;5
2022-08-21;1783;0;0;1
2022-08-21;1784;0;0;3
2022-08-21;1785;0;0;3
2022-08-21;1786;0;0;8
2022-08-21;1787;0;0;2
2022-08-21;1788;0;0;5
2022-08-21;1789;0;0;6
2022-08-21;1790;0;0;6
2022-08-21;1791;0;0;1
2022-08-21;1792;0;0;6
2022-08-21;1793;0;0;6
2022-08-21;1794;0;0;2
2022-08-21;1795;0;0;6
2022-08-21;1796;0;0;5
2022-08-21;1797;0;0;1
2022-08-20;379;0;0;1
2022-08-20;381;0;0;4
2022-08-20;382;0;0;4
2022-08-20;383;0;0;6
2022-08-20;384;0;0;3
2022-08-20;385;0;0;5
2022-08-20;386;0;0;5
2022-08-20;387;0;0;2
2022-08-20;388;0;0;5
2022-08-20;389;0;0;3
2022-08-20;390;0;0;3
2022-08-20;391;0;0;2
2022-08-20;392;0;0;3
2022-08-20;393;0;0;4
2022-08-20;394;0;0;1
2022-08-20;395;0;0;3
2022-08-20;396;0;0;7
2022-08-20;397;0;0;6
2022-08-20;398;0;0;4
2022-08-20;399;0;0;5
2022-08-20;400;0;0;2
2022-08-20;401;0;0;5
2022-08-20;402;0;0;4
2022-08-20;403;0;0;6
2022-08-20;404;0;0;1
2022-08-20;405;0;0;5
2022-08-20;406;0;0;6
2022-08-20;407;0;0;4
2022-08-20;408;0;0;6
2022-08-20;409;0;0;1
2022-08-20;410;0;0;4
2022-08-20;411;0;0;2
2022-08-20;412;0;0;2
2022-08-20;413;0;0;5
2022-08-20;414;0;0;5
2022-08-20;415;0;0;5
2022-08-20;416;0;0;4
2022-08-20;417;0;0;3
2022-08-20;418;0;0;4
2022-08-20;419;0;0;2
2022-08-20;421;0;0;5
2022-08-20;422;0;0;4
2022-08-20;423;0;0;5
2022-08-20;424;0;0;5
2022-08-20;425;0;0;4
2022-08-20;426;0;0;4
2022-08-20;427;0;0;5
2022-08-20;428;0;0;3
2022-08-20;429;0;0;5
2022-08-20;430;0;0;1
2022-08-20;431;0;0;1
2022-08-20;432;0;0;4
2022-08-20;433;0;0;1
2022-08-20;434;0;0;5
2022-08-20;435;0;0;5
2022-08-20;436;0;0;3
2022-08-20;437;0;0;7
2022-08-20;438;0;0;5
2022-08-20;439;0;0;6
2022-08-20;440;0;0;5
2022-08-20;441;0;0;5
2022-08-20;829;0;0;1
2022-08-20;830;0;0;4
2022-08-20;831;0;0;3
2022-08-20;833;0;0;3
2022-08-20;834;0;0;2
2022-08-20;836;0;0;2
2022-08-20;837;0;0;6
2022-08-20;838;0;0;4
2022-08-20;839;0;0;1
2022-08-20;840;0;0;3
2022-08-20;841;0;0;5
2022-08-20;842;0;0;3
2022-08-20;843;0;0;4
2022-08-20;844;0;0;1
2022-08-20;845;0;0;4
2022-08-20;846;0;0;1
2022-08-20;847;0;0;5
2022-08-20;848;0;0;1
2022-08-20;849;0;0;2
2022-08-20;850;0;0;4
2022-08-20;851;0;0;3
2022-08-20;852;0;0;4
2022-08-20;853;0;0;4
2022-08-20;854;0;0;3
2022-08-20;855;0;0;5
2022-08-20;856;0;0;3
2022-08-20;857;0;0;5
2022-08-20;859;0;0;5
2022-08-20;860;0;0;1
2022-08-20;861;0;0;2
2022-08-20;862;0;0;3
2022-08-20;863;0;0;4
2022-08-20;864;0;0;3
2022-08-20;865;0;0;5
2022-08-20;866;0;0;2
2022-08-20;867;0;0;5
2022-08-20;868;0;0;6
2022-08-20;869;0;0;4
2022-08-20;870;0;0;4
2022-08-20;871;0;0;5
2022-08-20;872;0;0;3
2022-08-20;873;0;0;6
2022-08-20;874;0;0;6
2022-08-20;875;0;0;1
2022-08-20;876;0;0;7
2022-08-20;877;0;0;8
2022-08-20;878;0;0;6
2022-08-20;879;0;0;2
2022-08-20;880;0;0;3
2022-08-20;881;0;0;2
2022-08-20;882;0;0;2
2022-08-20;883;0;0;8
2022-08-20;884;0;0;1
2022-08-20;885;0;0;5
2022-08-20;886;0;0;3
2022-08-20;887;0;0;5
2022-08-20;888;0;0;3
2022-08-20;889;0;0;2
2022-08-20;890;0;0;1
2022-08-20;891;0;0;5
2022-08-20;1279;0;0;3
2022-08-20;1280;0;0;2
2022-08-20;1281;0;0;4
2022-08-20;1282;0;0;3
2022-08-20;1283;0;0;6
2022-08-20;1284;0;0;4
2022-08-20;1285;0;0;6
2022-08-20;1286;0;0;5
2022-08-20;1287;0;0;4
2022-08-20;1288;0;0;3
2022-08-20;1289;0;0;4
2022-08-20;1290;0;0;2
2022-08-20;1291;0;0;5
2022-08-20;1292;0;0;2
2022-08-20;1293;0;0;1
2022-08-20;1294;0;0;1
2022-08-20;1295;0;0;5
2022-08-20;1296;0;0;3
2022-08-20;1297;0;0;5
2022-08-20;1298;0;0;6
2022-08-20;1299;0;0;6
2022-08-20;1300;0;0;4
2022-08-20;1301;0;0;1
2022-08-20;1302;0;0;3
2022-08-20;1303;0;0;3
2022-08-20;1304;0;0;4
2022-08-20;1305;0;0;2
2022-08-20;1306;0;0;6
2022-08-20;1307;0;0;5
2022-08-20;1308;0;0;2
2022-08-20;1309;0;0;3
2022-08-20;1310;0;0;2
2022-08-20;1311;0;0;5
2022-08-20;1312;0;0;1
2022-08-20;1313;0;0;4
2022-08-20;1314;0;0;3
2022-08-20;1315;0;0;7
2022-08-20;1316;0;0;3
2022-08-20;1317;0;0;3
2022-08-20;1318;0;0;3
2022-08-20;1319;0;0;3
2022-08-20;1320;0;0;2
2022-08-20;1321;0;0;1
2022-08-20;1322;0;0;2
2022-08-20;1323;0;0;6
2022-08-20;1324;0;0;2
2022-08-20;1325;0;0;3
2022-08-20;1326;0;0;5
2022-08-20;1327;0;0;1
2022-08-20;1328;0;0;2
2022-08-20;1329;0;0;2
2022-08-20;1330;0;0;6
2022-08-20;1331;0;0;2
2022-08-20;1332;0;0;1
2022-08-20;1333;0;0;1
2022-08-20;1334;0;0;3
2022-08-20;1335;0;0;1
2022-08-20;1336;0;0;2
2022-08-20;1337;0;0;4
2022-08-20;1338;0;0;2
2022-08-20;1339;0;0;4
2022-08-20;1340;0;0;3
2022-08-20;1341;0;0;5
2022-08-20;1734;0;0;3
2022-08-20;1735;0;0;4
2022-08-20;1736;0;0;5
2022-08-20;1737;0;0;6
2022-08-20;1738;0;0;2
2022-08-20;1739;0;0;2
2022-08-20;1740;0;0;3
2022-08-20;1741;0;0;1
2022-08-20;1742;0;0;5
2022-08-20;1743;0;0;3
2022-08-20;1744;0;0;3
2022-08-20;1745;0;0;6
2022-08-20;1746;0;0;4
2022-08-20;1747;0;0;1
2022-08-20;1748;0;0;5
2022-08-20;1749;0;0;6
2022-08-20;1750;0;0;2
2022-08-20;1751;0;0;1
2022-08-20;1752;0;0;2
2022-08-20;1753;0;0;1
2022-08-20;1754;0;0;1
2022-08-20;1755;0;0;3
2022-08-20;1756;0;0;2
2022-08-20;1757;0;0;4
2022-08-20;1758;0;0;1
2022-08-20;1759;0;0;7
2022-08-20;1760;0;0;3
2022-08-20;1761;0;0;3
2022-08-20;1762;0;0;1
2022-08-20;1763;0;0;6
2022-08-20;1764;0;0;3
2022-08-20;1765;0;0;5
2022-08-20;1766;0;0;4
2022-08-20;1767;0;0;4
2022-08-20;1768;0;0;5
2022-08-20;1769;0;0;1
2022-08-20;1770;0;0;5
2022-08-20;1771;0;0;8
2022-08-20;1772;0;0;2
2022-08-20;1773;0;0;2
2022-08-20;1774;0;0;2
2022-08-20;1775;0;0;1
2022-08-20;1776;0;0;3
2022-08-20;1777;0;0;1
2022-08-20;1778;0;0;2
2022-08-20;1779;0;0;4
2022-08-20;1780;0;0;2
2022-08-20;1781;0;0;3
2022-08-20;1782;0;0;5
2022-08-20;1783;0;0;1
2022-08-20;1784;0;0;3
2022-08-20;1785;0;0;3
2022-08-20;1786;0;0;8
2022-08-20;1787;0;0;2
2022-08-20;1788;0;0;5
2022-08-20;1789;0;0;6
2022-08-20;1790;0;0;6
2022-08-20;1791;0;0;1
2022-08-20;1792;0;0;6
2022-08-20;1793;0;0;6
2022-08-20;1794;0;0;2
2022-08-20;1795;0;0;6
2022-08-20;1796;0;0;5
2022-08-20;1797;0;0;1
2022-08-19;379;0;0;1
2022-08-19;381;0;0;4
2022-08-19;382;0;0;4
2022-08-19;383;0;0;6
2022-08-19;384;0;0;3
2022-08-19;385;0;0;5
2022-08-19;386;0;0;5
2022-08-19;387;0;0;2
2022-08-19;388;0;0;5
2022-08-19;389;0;0;3
2022-08-19;390;0;0;3
2022-08-19;391;0;0;2
2022-08-19;392;0;0;3
2022-08-19;393;0;0;4
2022-08-19;394;0;0;1
2022-08-19;395;0;0;3
2022-08-19;396;0;0;7
2022-08-19;397;0;0;6
2022-08-19;398;0;0;4
2022-08-19;399;0;0;5
2022-08-19;400;0;0;2
2022-08-19;401;0;0;5
2022-08-19;402;0;0;4
2022-08-19;403;0;0;6
2022-08-19;404;0;0;1
2022-08-19;405;0;0;5
2022-08-19;406;0;0;6
2022-08-19;407;0;0;4
2022-08-19;408;0;0;6
2022-08-19;409;0;0;1
2022-08-19;410;0;0;4
2022-08-19;411;0;0;2
2022-08-19;412;0;0;2
2022-08-19;413;0;0;5
2022-08-19;414;0;0;5
2022-08-19;415;0;0;5
2022-08-19;416;0;0;4
2022-08-19;417;0;0;3
2022-08-19;418;0;0;4
2022-08-19;419;0;0;2
2022-08-19;421;0;0;5
2022-08-19;422;0;0;4
2022-08-19;423;0;0;5
2022-08-19;424;0;0;5
2022-08-19;425;0;0;4
2022-08-19;426;0;0;4
2022-08-19;427;0;0;5
2022-08-19;428;0;0;3
2022-08-19;429;0;0;5
2022-08-19;430;0;0;1
2022-08-19;431;0;0;1
2022-08-19;432;0;0;4
2022-08-19;433;0;0;1
2022-08-19;434;0;0;5
2022-08-19;435;0;0;5
2022-08-19;436;0;0;3
2022-08-19;437;0;0;7
2022-08-19;438;0;0;5
2022-08-19;439;0;0;6
2022-08-19;440;0;0;5
2022-08-19;441;0;0;5
2022-08-19;829;0;0;1
2022-08-19;830;0;0;4
2022-08-19;831;0;0;3
2022-08-19;833;0;0;3
