dt,venuetype,venueid,revenue
2022-08-01,apartment,1079,415.89
2022-08-01,apartment,1080,573.93
2022-08-01,apartment,1082,393.18
2022-08-01,apartment,1083,645.69
2022-08-01,apartment,1085,602.34
2022-08-01,apartment,1086,415.89
2022-08-01,apartment,1090,632.65
2022-08-01,apartment,1091,767.24
2022-08-01,apartment,1092,380.04
2022-08-01,apartment,1093,1132.16
2022-08-01,apartment,1095,973.6
2022-08-01,apartment,1096,415.89
2022-08-01,apartment,1098,415.89
2022-08-01,apartment,1100,784.18
2022-08-01,apartment,1101,1000.12
2022-08-01,apartment,1102,1499.25
2022-08-01,apartment,1103,798.31
2022-08-01,apartment,1104,729.0
2022-08-01,apartment,1105,700.32
2022-08-01,apartment,1108,388.4
2022-08-01,apartment,1109,776.8
2022-08-01,apartment,1110,634.54
2022-08-01,apartment,1111,415.89
2022-08-01,apartment,1112,734.93
2022-08-01,apartment,1114,740.95
2022-08-01,apartment,1120,362.11
2022-08-01,apartment,1126,388.4
2022-08-01,apartment,1127,818.59
2022-08-01,apartment,1129,615.6
2022-08-01,apartment,1131,988.75
2022-08-01,apartment,1132,700.32
2022-08-01,apartment,1133,748.12
2022-08-01,apartment,1134,400.35
2022-08-01,apartment,1135,831.78
2022-08-01,apartment,1137,784.18
2022-08-01,apartment,1139,831.78
2022-08-01,apartment,1141,617.5
2022-08-01,apartment,1142,396.77
2022-08-01,apartment,1143,659.17
2022-08-01,apartment,1144,487.59
2022-08-01,apartment,1145,393.18
2022-08-01,apartment,1146,570.14
2022-08-01,apartment,1149,786.36
2022-08-01,apartment,1150,788.75
2022-08-01,apartment,1152,396.77
2022-08-01,apartment,1153,625.07
2022-08-01,apartment,1154,786.36
2022-08-01,apartment,1156,362.11
2022-08-01,apartment,1157,615.6
2022-08-01,apartment,1158,632.65
2022-08-01,apartment,1159,933.82
2022-08-01,apartment,1160,415.89
2022-08-01,apartment,1163,602.34
2022-08-01,apartment,1164,463.69
2022-08-01,apartment,1165,583.4
2022-08-01,apartment,1167,829.64
2022-08-01,apartment,1170,926.81
2022-08-01,apartment,1173,813.04
2022-08-01,apartment,1176,989.53
2022-08-01,apartment,1177,374.06
2022-08-01,apartment,1178,788.75
2022-08-01,apartment,1179,362.11
2022-08-01,apartment,1180,615.6
2022-08-01,apartment,1181,358.52
2022-08-01,apartment,1182,351.35
2022-08-01,apartment,1183,973.6
2022-08-01,apartment,1184,784.18
2022-08-01,apartment,1185,659.17
2022-08-01,apartment,1186,463.69
2022-08-01,apartment,1187,388.4
2022-08-01,apartment,1188,659.17
2022-08-01,apartment,1189,352.55
2022-08-01,apartment,1191,350.16
2022-08-01,apartment,1194,362.11
2022-08-01,apartment,1195,602.34
2022-08-01,apartment,1198,556.88
2022-08-01,apartment,1199,1015.82
2022-08-01,apartment,1200,700.32
2022-08-01,apartment,1201,798.31
2022-08-01,apartment,1202,399.16
2022-08-01,apartment,1203,415.89
2022-08-01,apartment,1205,661.06
2022-08-01,apartment,1206,700.32
2022-08-01,apartment,1209,1029.79
2022-08-01,apartment,1210,463.69
2022-08-01,apartment,1214,760.07
2022-08-01,apartment,1215,354.94
2022-08-01,apartment,1216,573.93
2022-08-01,apartment,1218,748.12
2022-08-01,apartment,1221,614.27
2022-08-01,apartment,1223,451.74
2022-08-01,apartment,1224,1047.47
2022-08-01,apartment,1227,729.0
2022-08-01,apartment,1230,831.78
2022-08-01,apartment,1231,608.03
2022-08-01,apartment,1233,767.24
2022-08-01,apartment,1235,369.28
2022-08-01,apartment,1238,776.8
2022-08-01,apartment,1239,562.57
2022-08-01,apartment,1242,1076.66
2022-08-01,apartment,1243,554.99
2022-08-01,apartment,1244,632.65
2022-08-01,apartment,1245,798.31
2022-08-01,apartment,1246,1209.85
2022-08-01,apartment,1247,579.61
2022-08-01,apartment,1249,380.04
2022-08-01,apartment,1250,358.52
2022-08-01,apartment,1251,634.54
2022-08-01,apartment,1254,562.57
2022-08-01,apartment,1256,660.88
2022-08-01,apartment,1257,494.76
2022-08-01,apartment,1260,760.07
2022-08-01,apartment,1264,350.16
2022-08-01,apartment,1265,724.22
2022-08-01,apartment,1268,695.16
2022-08-01,apartment,1269,587.19
2022-08-01,apartment,1272,362.11
2022-08-01,apartment,1273,521.06
2022-08-01,apartment,1275,393.18
2022-08-01,apartment,1276,724.22
2022-08-01,apartment,1278,659.17
2022-08-01,apartment,1352,409.39
2022-08-01,apartment,1358,853.44
2022-08-01,apartment,1361,768.11
2022-08-01,apartment,1363,413.72
2022-08-01,apartment,1365,853.44
2022-08-01,apartment,1366,426.72
2022-08-01,apartment,1371,1347.85
2022-08-01,apartment,1374,472.21
2022-08-01,apartment,1376,727.8
2022-08-01,apartment,1378,1311.59
2022-08-01,apartment,1379,1135.03
2022-08-01,apartment,1380,872.02
2022-08-01,apartment,1384,1357.96
2022-08-01,apartment,1386,724.4
2022-08-01,apartment,1388,374.73
2022-08-01,apartment,1389,652.3
2022-08-01,apartment,1390,617.97
2022-08-01,apartment,1393,872.21
2022-08-01,apartment,1394,933.82
2022-08-01,apartment,1395,450.03
2022-08-01,apartment,1397,573.34
2022-08-01,apartment,1400,1277.77
2022-08-01,apartment,1404,374.73
2022-08-01,apartment,1405,701.81
2022-08-01,apartment,1407,437.92
2022-08-01,apartment,1409,435.38
2022-08-01,apartment,1411,677.38
2022-08-01,apartment,1412,824.84
2022-08-01,apartment,1414,768.11
2022-08-01,apartment,1415,694.08
2022-08-01,apartment,1416,440.99
2022-08-01,apartment,1419,479.13
2022-08-01,apartment,1420,392.12
2022-08-01,apartment,1426,749.47
2022-08-01,apartment,1427,1277.77
2022-08-01,apartment,1428,829.72
2022-08-01,apartment,1429,749.5
2022-08-01,apartment,1431,802.77
2022-08-01,apartment,1432,841.13
2022-08-01,apartment,1434,748.43
2022-08-01,apartment,1435,465.71
2022-08-01,apartment,1436,413.72
2022-08-01,apartment,1438,631.9
2022-08-01,apartment,1440,753.8
2022-08-01,apartment,1443,427.38
2022-08-01,apartment,1444,409.39
2022-08-01,apartment,1448,710.48
2022-08-01,apartment,1449,694.08
2022-08-01,apartment,1450,589.18
2022-08-01,apartment,1454,426.72
2022-08-01,apartment,1456,926.95
2022-08-01,apartment,1458,772.46
2022-08-01,apartment,1459,389.9
2022-08-01,apartment,1462,759.4
2022-08-01,apartment,1464,444.61
2022-08-01,apartment,1465,694.08
2022-08-01,apartment,1469,841.13
2022-08-01,apartment,1470,839.93
2022-08-01,apartment,1471,576.77
2022-08-01,apartment,1472,440.99
2022-08-01,apartment,1473,759.4
2022-08-01,apartment,1475,723.47
2022-08-01,apartment,1478,432.88
2022-08-01,apartment,1481,398.69
2022-08-01,apartment,1484,374.73
2022-08-01,apartment,1485,398.69
2022-08-01,apartment,1486,676.33
2022-08-01,apartment,1487,604.34
2022-08-01,apartment,1489,661.87
2022-08-01,apartment,1490,772.46
2022-08-01,apartment,1496,361.74
2022-08-01,apartment,1497,720.96
2022-08-01,apartment,1499,779.79
2022-08-01,apartment,1501,841.13
2022-08-01,apartment,1502,802.77
2022-08-01,apartment,1503,597.37
2022-08-01,apartment,1505,676.33
2022-08-01,apartment,1510,404.6
2022-08-01,apartment,1513,933.82
2022-08-01,apartment,1514,587.01
2022-08-01,apartment,1515,426.72
2022-08-01,apartment,1517,641.28
2022-08-01,apartment,1519,759.4
2022-08-01,apartment,1520,872.02
2022-08-01,apartment,1523,854.76
2022-08-01,apartment,1524,772.46
2022-08-01,apartment,1528,772.46
2022-08-01,apartment,1530,829.72
2022-08-01,apartment,1531,738.13
2022-08-01,apartment,1534,374.73
2022-08-01,apartment,1537,404.6
2022-08-01,apartment,1538,472.21
2022-08-01,apartment,1540,895.3
2022-08-01,apartment,1541,376.9
2022-08-01,apartment,1544,854.76
2022-08-01,apartment,1545,589.18
2022-08-01,apartment,1546,727.8
2022-08-01,apartment,1547,865.76
2022-08-01,apartment,1549,759.4
2022-08-01,apartment,1553,411.56
2022-08-01,apartment,1554,661.87
2022-08-01,apartment,1555,749.47
2022-08-01,apartment,1557,657.54
2022-08-01,apartment,1558,472.21
2022-08-01,apartment,1560,803.09
2022-08-01,apartment,1561,584.84
2022-08-01,apartment,1563,617.97
2022-08-01,apartment,1564,786.19
2022-08-01,apartment,1566,676.33
2022-08-01,apartment,1569,786.19
2022-08-01,apartment,1573,784.25
2022-08-01,apartment,1574,823.11
2022-08-01,apartment,1576,872.21
2022-08-01,apartment,1578,398.69
2022-08-01,apartment,1579,574.01
2022-08-01,apartment,1581,724.4
2022-08-01,apartment,1582,556.17
2022-08-01,apartment,1583,870.77
2022-08-01,apartment,1585,383.6
2022-08-01,apartment,1586,677.38
2022-08-01,apartment,1587,827.44
2022-08-01,apartment,1588,676.33
2022-08-01,apartment,1589,631.9
2022-08-01,apartment,1591,600.8
2022-08-01,apartment,1593,411.56
2022-08-01,apartment,1596,820.35
2022-08-01,apartment,1597,713.29
2022-08-01,apartment,1599,580.2
2022-08-01,apartment,1600,383.6
2022-08-01,apartment,1602,772.46
2022-08-01,apartment,1606,820.35
2022-08-01,apartment,1607,686.1
2022-08-01,apartment,1608,703.8
2022-08-01,apartment,1609,435.38
2022-08-01,apartment,1612,465.71
2022-08-01,apartment,1616,839.93
2022-08-01,apartment,1617,686.1
2022-08-01,apartment,1618,621.5
2022-08-01,apartment,1620,506.49
2022-08-01,apartment,1621,657.54
2022-08-01,apartment,1623,738.13
2022-08-01,apartment,1625,784.12
2022-08-01,apartment,1627,759.4
2022-08-01,apartment,1629,392.06
2022-08-01,apartment,1631,749.5
2022-08-01,apartment,1632,749.47
2022-08-01,apartment,1633,472.21
2022-08-01,apartment,1634,844.95
2022-08-01,apartment,1637,677.38
2022-08-01,apartment,1638,759.4
2022-08-01,apartment,1640,392.06
2022-08-01,apartment,1641,677.38
2022-08-01,apartment,1643,641.28
2022-08-01,apartment,1644,621.4
2022-08-01,apartment,1645,787.9
2022-08-01,apartment,1652,713.29
2022-08-01,apartment,1656,824.84
2022-08-01,apartment,1657,676.33
2022-08-01,apartment,1659,758.13
2022-08-01,apartment,1660,870.77
2022-08-01,apartment,1661,567.51
2022-08-01,apartment,1664,621.4
2022-08-01,apartment,1666,839.93
2022-08-01,apartment,1667,732.14
2022-08-01,apartment,1670,839.93
2022-08-01,apartment,1672,841.13
2022-08-01,apartment,1674,853.44
2022-08-01,apartment,1675,383.6
2022-08-01,apartment,1677,738.13
2022-08-01,apartment,1679,784.12
2022-08-01,apartment,1682,787.9
2022-08-01,apartment,1685,829.72
2022-08-01,apartment,1686,1129.74
2022-08-01,apartment,1687,872.02
2022-08-01,apartment,1688,872.02
2022-08-01,apartment,1690,607.99
2022-08-01,apartment,1691,676.33
2022-08-01,apartment,1692,748.43
2022-08-01,apartment,1696,676.33
2022-08-01,apartment,1700,767.2
2022-08-01,apartment,1702,1277.99
2022-08-01,apartment,1703,759.4
2022-08-01,apartment,1706,427.38
2022-08-01,apartment,1710,861.72
2022-08-01,apartment,1711,686.65
2022-08-01,apartment,1712,676.33
2022-08-01,apartment,1713,465.71
2022-08-01,apartment,1714,802.77
2022-08-01,apartment,1718,861.72
2022-08-01,apartment,1722,376.9
2022-08-01,apartment,1723,720.96
2022-08-01,apartment,1724,457.04
2022-08-01,apartment,1725,676.33
2022-08-01,apartment,1727,809.2
2022-08-01,apartment,1729,703.8
2022-08-01,apartment,1731,890.69
2022-08-01,apartment,1732,703.8
2022-08-01,apartment,1733,607.99
2022-08-01,Pub,442,207.02757687500005
2022-08-01,Pub,443,160.43588474999999
2022-08-01,Pub,444,352.29057612
2022-08-01,Pub,892,489.00201756
2022-08-01,Pub,893,742.0236325000001
2022-08-01,Pub,894,270.84662088000005
2022-08-01,Pub,1342,1216.043141579999
2022-08-01,Pub,1343,378.89900748
2022-08-01,Pub,1344,614.50229585
2022-08-01,Pub,1798,357.90588750999996
2022-08-01,Pub,1799,366.866995215
2022-08-01,Pub,1800,449.10120112000004
2022-08-01,Restaurant,445,92.69999999999999
2022-08-01,Restaurant,446,191.82000000000005
2022-08-01,Restaurant,447,475.4700000000002
2022-08-01,Restaurant,448,317.45999999999975
2022-08-01,Restaurant,449,454.79000000000036
2022-08-01,Restaurant,895,284.15999999999997
2022-08-01,Restaurant,896,310.58000000000015
2022-08-01,Restaurant,897,322.56000000000006
2022-08-01,Restaurant,898,151.92
2022-08-01,Restaurant,899,384.20000000000016
2022-08-01,Restaurant,1345,183.30000000000004
2022-08-01,Restaurant,1346,81.9
2022-08-01,Restaurant,1347,114.65999999999997
2022-08-01,Restaurant,1348,80.37000000000002
2022-08-01,Restaurant,1349,66.77999999999999
2022-08-01,Restaurant,1801,633.6499999999995
2022-08-01,Restaurant,1802,172.71999999999997
2022-08-01,Restaurant,1803,87.00000000000001
2022-08-01,Restaurant,1804,165.76000000000002
2022-08-01,Restaurant,1805,519.8699999999999
2022-08-02,Pub,442,306.4008137750001
2022-08-02,Pub,443,179.68819091999995
2022-08-02,Pub,444,301.96335096
2022-08-02,Pub,892,605.4310693599999
2022-08-02,Pub,893,445.2141795
2022-08-02,Pub,894,332.40267108
2022-08-02,Pub,1342,1060.5027397499996
2022-08-02,Pub,1343,831.4728219699999
2022-08-02,Pub,1344,1458.1410410000017
2022-08-02,Pub,1798,634.9943165499998
2022-08-02,Pub,1799,284.5090983299999
2022-08-02,Pub,1800,326.61905536
2022-08-02,Restaurant,445,108.14999999999998
2022-08-02,Restaurant,446,166.80000000000004
2022-08-02,Restaurant,447,434.38000000000017
2022-08-02,Restaurant,448,317.4599999999997
2022-08-02,Restaurant,449,459.9000000000005
2022-08-02,Restaurant,895,261.9599999999999
2022-08-02,Restaurant,896,298.8600000000002
2022-08-02,Restaurant,897,293.7600000000001
2022-08-02,Restaurant,898,147.7
2022-08-02,Restaurant,899,406.8000000000002
2022-08-02,Restaurant,1345,225.60000000000005
2022-08-02,Restaurant,1346,99.44999999999999
2022-08-02,Restaurant,1347,123.47999999999996
2022-08-02,Restaurant,1348,71.91000000000001
2022-08-02,Restaurant,1349,62.00999999999998
2022-08-02,Restaurant,1801,661.1999999999995
2022-08-02,Restaurant,1802,208.28000000000003
2022-08-02,Restaurant,1803,73.95000000000002
2022-08-02,Restaurant,1804,100.64000000000001
2022-08-02,Restaurant,1805,469.5599999999997
2022-08-03,Pub,442,207.02757687500005
2022-08-03,Pub,443,314.45433411
2022-08-03,Pub,444,276.79973838
2022-08-03,Pub,892,163.00067252
2022-08-03,Pub,893,608.4593786500001
2022-08-03,Pub,894,467.8259815199999
2022-08-03,Pub,1342,1329.1634338199992
2022-08-03,Pub,1343,368.37403505
2022-08-03,Pub,1344,895.7152109000003
2022-08-03,Pub,1798,427.17799477000005
2022-08-03,Pub,1799,351.892832145
2022-08-03,Pub,1800,336.82590084000003
2022-08-03,Restaurant,445,108.14999999999998
2022-08-03,Restaurant,446,187.65000000000006
2022-08-03,Restaurant,447,405.03000000000014
2022-08-03,Restaurant,448,341.87999999999977
2022-08-03,Restaurant,449,419.0200000000002
2022-08-03,Restaurant,895,235.31999999999996
2022-08-03,Restaurant,896,304.7200000000001
2022-08-03,Restaurant,897,351.36
2022-08-03,Restaurant,898,143.48
2022-08-03,Restaurant,899,339.00000000000017
2022-08-03,Restaurant,1345,183.30000000000004
2022-08-03,Restaurant,1346,81.9
2022-08-03,Restaurant,1347,119.06999999999996
2022-08-03,Restaurant,1348,80.37000000000002
2022-08-03,Restaurant,1349,66.77999999999999
2022-08-03,Restaurant,1801,611.6099999999996
2022-08-03,Restaurant,1802,203.19999999999996
2022-08-03,Restaurant,1803,108.75000000000003
2022-08-03,Restaurant,1804,124.32000000000002
2022-08-03,Restaurant,1805,491.9200000000002
2022-08-04,Pub,442,405.77405067499996
2022-08-04,Pub,443,320.8717694999999
2022-08-04,Pub,444,390.03599499
2022-08-04,Pub,892,244.50100877999998
2022-08-04,Pub,893,712.3426872
2022-08-04,Pub,894,184.66815060000002
2022-08-04,Pub,1342,1272.6032876999993
2022-08-04,Pub,1343,420.99889719999993
2022-08-04,Pub,1344,1114.4363670500009
2022-08-04,Pub,1798,565.7222092899999
2022-08-04,Pub,1799,411.7894844249999
2022-08-04,Pub,1800,653.2381107200006
2022-08-04,Restaurant,445,97.85
2022-08-04,Restaurant,446,158.46000000000004
2022-08-04,Restaurant,447,422.6400000000002
2022-08-04,Restaurant,448,350.01999999999964
2022-08-04,Restaurant,449,475.2300000000006
2022-08-04,Restaurant,895,239.75999999999993
2022-08-04,Restaurant,896,304.7200000000003
2022-08-04,Restaurant,897,305.28000000000003
2022-08-04,Restaurant,898,143.48
2022-08-04,Restaurant,899,389.8500000000001
2022-08-04,Restaurant,1345,192.70000000000005
2022-08-04,Restaurant,1346,87.75
2022-08-04,Restaurant,1347,110.24999999999994
2022-08-04,Restaurant,1348,63.45
2022-08-04,Restaurant,1349,71.54999999999998
2022-08-04,Restaurant,1801,666.7099999999995
2022-08-04,Restaurant,1802,187.96000000000006
2022-08-04,Restaurant,1803,108.75000000000001
2022-08-04,Restaurant,1804,82.88000000000001
2022-08-04,Restaurant,1805,491.9199999999997
2022-08-05,Pub,442,372.6496383750001
2022-08-05,Pub,443,346.54151105999995
2022-08-05,Pub,444,415.19960757
2022-08-05,Pub,892,454.0733020199999
2022-08-05,Pub,893,682.6617418999999
2022-08-05,Pub,894,406.26993132
2022-08-05,Pub,1342,1739.2244931899993
2022-08-05,Pub,1343,578.8734836499999
2022-08-05,Pub,1344,1270.6657643000008
2022-08-05,Pub,1798,773.5385310700001
2022-08-05,Pub,1799,531.5827889849998
2022-08-05,Pub,1800,408.2738192
2022-08-05,Restaurant,445,108.14999999999999
2022-08-05,Restaurant,446,195.99000000000007
2022-08-05,Restaurant,447,405.03000000000014
2022-08-05,Restaurant,448,333.7399999999998
2022-08-05,Restaurant,449,485.4500000000003
2022-08-05,Restaurant,895,261.9599999999999
2022-08-05,Restaurant,896,316.44000000000005
2022-08-05,Restaurant,897,288.0
2022-08-05,Restaurant,898,156.14
2022-08-05,Restaurant,899,389.85000000000014
2022-08-05,Restaurant,1345,202.10000000000002
2022-08-05,Restaurant,1346,87.75
2022-08-05,Restaurant,1347,119.06999999999996
2022-08-05,Restaurant,1348,76.14000000000001
2022-08-05,Restaurant,1349,66.78
2022-08-05,Restaurant,1801,628.1399999999996
2022-08-05,Restaurant,1802,193.03999999999996
2022-08-05,Restaurant,1803,100.05000000000001
2022-08-05,Restaurant,1804,112.48
2022-08-05,Restaurant,1805,458.3800000000002
2022-08-06,Pub,442,1018.5756782249998
2022-08-06,Pub,443,859.9363422599998
2022-08-06,Pub,444,968.7990843299998
2022-08-06,Pub,892,1560.1492941199986
2022-08-06,Pub,893,1706.6543547500005
2022-08-06,Pub,894,837.1622827199998
2022-08-06,Pub,1342,3775.3897535100023
2022-08-06,Pub,1343,1494.5460850600002
2022-08-06,Pub,1344,3270.4020491000006
2022-08-06,Pub,1798,1373.8967939899999
2022-08-06,Pub,1799,1055.6784964350006
2022-08-06,Pub,1800,1582.061049400001
2022-08-06,Restaurant,445,87.55
2022-08-06,Restaurant,446,141.78000000000003
2022-08-06,Restaurant,447,487.2100000000002
2022-08-06,Restaurant,448,252.33999999999992
2022-08-06,Restaurant,449,608.0900000000006
2022-08-06,Restaurant,895,430.67999999999984
2022-08-06,Restaurant,896,210.96
2022-08-06,Restaurant,897,656.6399999999998
2022-08-06,Restaurant,898,50.63999999999999
2022-08-06,Restaurant,899,271.20000000000005
2022-08-06,Restaurant,1345,427.7
2022-08-06,Restaurant,1346,70.19999999999999
2022-08-06,Restaurant,1347,26.46
2022-08-06,Restaurant,1348,126.90000000000005
2022-08-06,Restaurant,1349,14.309999999999999
2022-08-06,Restaurant,1801,435.28999999999996
2022-08-06,Restaurant,1802,106.67999999999998
2022-08-06,Restaurant,1803,174.00000000000003
2022-08-06,Restaurant,1804,390.72
2022-08-06,Restaurant,1805,514.2800000000002
2022-08-07,Pub,442,894.3591320999996
2022-08-07,Pub,443,481.30765425000004
2022-08-07,Pub,444,981.3808906199995
2022-08-07,Pub,892,861.57498332
2022-08-07,Pub,893,1335.6425385000002
2022-08-07,Pub,894,935.6519630399997
2022-08-07,Pub,1342,4242.010959000008
2022-08-07,Pub,1343,1568.220892070001
2022-08-07,Pub,1344,3187.0797039000013
2022-08-07,Pub,1798,1674.0759254500008
2022-08-07,Pub,1799,950.8593549450005
2022-08-07,Pub,1800,2102.61016888
2022-08-07,Restaurant,445,72.1
2022-08-07,Restaurant,446,120.93000000000004
2022-08-07,Restaurant,447,534.1700000000003
2022-08-07,Restaurant,448,268.61999999999983
2022-08-07,Restaurant,449,597.8700000000006
2022-08-07,Restaurant,895,364.0799999999999
2022-08-07,Restaurant,896,205.10000000000002
2022-08-07,Restaurant,897,633.5999999999998
2022-08-07,Restaurant,898,33.760000000000005
2022-08-07,Restaurant,899,271.20000000000005
2022-08-07,Restaurant,1345,474.6999999999999
2022-08-07,Restaurant,1346,70.2
2022-08-07,Restaurant,1347,35.28
2022-08-07,Restaurant,1348,164.97000000000006
2022-08-07,Restaurant,1349,28.619999999999997
2022-08-07,Restaurant,1801,440.79999999999995
2022-08-07,Restaurant,1802,147.31999999999996
2022-08-07,Restaurant,1803,156.60000000000002
2022-08-07,Restaurant,1804,443.99999999999983
2022-08-07,Restaurant,1805,441.6100000000002
2022-08-08,Pub,442,264.9952984000001
2022-08-08,Pub,443,365.79381722999995
2022-08-08,Pub,444,150.98167547999998
2022-08-08,Pub,892,570.5023538200002
2022-08-08,Pub,893,697.50221455
2022-08-08,Pub,894,492.4484016
2022-08-08,Pub,1342,1385.7235799399994
2022-08-08,Pub,1343,610.4484009399998
2022-08-08,Pub,1344,1260.2504711500003
2022-08-08,Pub,1798,738.90247744
2022-08-08,Pub,1799,374.35407675
2022-08-08,Pub,1800,632.8244197600001
2022-08-08,Restaurant,445,108.14999999999999
2022-08-08,Restaurant,446,141.78000000000003
2022-08-08,Restaurant,447,440.25000000000017
2022-08-08,Restaurant,448,329.6699999999998
2022-08-08,Restaurant,449,439.4600000000002
2022-08-08,Restaurant,895,293.03999999999996
2022-08-08,Restaurant,896,287.1400000000001
2022-08-08,Restaurant,897,305.2800000000001
2022-08-08,Restaurant,898,156.14
2022-08-08,Restaurant,899,355.95000000000016
2022-08-08,Restaurant,1345,211.50000000000006
2022-08-08,Restaurant,1346,99.45
2022-08-08,Restaurant,1347,119.06999999999996
2022-08-08,Restaurant,1348,67.68
2022-08-08,Restaurant,1349,62.00999999999999
2022-08-08,Restaurant,1801,633.6499999999996
2022-08-08,Restaurant,1802,187.95999999999998
2022-08-08,Restaurant,1803,87.00000000000001
2022-08-08,Restaurant,1804,136.16000000000003
2022-08-08,Restaurant,1805,497.5100000000002
2022-08-09,Pub,442,264.9952984
2022-08-09,Pub,443,211.77536787000003
2022-08-09,Pub,444,327.1269635399999
2022-08-09,Pub,892,512.2878279200002
2022-08-09,Pub,893,504.57607010000004
2022-08-09,Pub,894,430.89235139999994
2022-08-09,Pub,1342,1074.642776279999
2022-08-09,Pub,1343,547.2985663599999
2022-08-09,Pub,1344,1062.359901300001
2022-08-09,Pub,1798,415.6326435599999
2022-08-09,Pub,1799,441.73781056499973
2022-08-09,Pub,1800,306.2053644
2022-08-09,Restaurant,445,92.69999999999999
2022-08-09,Restaurant,446,166.80000000000004
2022-08-09,Restaurant,447,422.64000000000016
2022-08-09,Restaurant,448,301.1799999999998
2022-08-09,Restaurant,449,531.4400000000005
2022-08-09,Restaurant,895,235.31999999999994
2022-08-09,Restaurant,896,293.0000000000002
2022-08-09,Restaurant,897,322.56000000000006
2022-08-09,Restaurant,898,151.92
2022-08-09,Restaurant,899,406.80000000000007
2022-08-09,Restaurant,1345,225.60000000000005
2022-08-09,Restaurant,1346,93.60000000000001
2022-08-09,Restaurant,1347,127.88999999999996
2022-08-09,Restaurant,1348,59.22000000000001
2022-08-09,Restaurant,1349,62.00999999999999
2022-08-09,Restaurant,1801,639.1599999999995
2022-08-09,Restaurant,1802,213.36000000000004
2022-08-09,Restaurant,1803,100.05000000000001
2022-08-09,Restaurant,1804,94.72
2022-08-09,Restaurant,1805,469.5599999999997
2022-08-10,Pub,442,347.8063291500001
2022-08-10,Pub,443,237.44510943
2022-08-10,Pub,444,503.2722515999999
2022-08-10,Pub,892,244.50100878
2022-08-10,Pub,893,742.0236324999998
2022-08-10,Pub,894,418.58114135999995
2022-08-10,Pub,1342,1272.6032876999989
2022-08-10,Pub,1343,757.7980149599999
2022-08-10,Pub,1344,1333.1575232000014
2022-08-10,Pub,1798,611.90361413
2022-08-10,Pub,1799,217.125364515
2022-08-10,Pub,1800,449.1012011200001
2022-08-10,Restaurant,445,92.7
2022-08-10,Restaurant,446,166.80000000000004
2022-08-10,Restaurant,447,422.64000000000016
2022-08-10,Restaurant,448,317.4599999999998
2022-08-10,Restaurant,449,429.2400000000002
2022-08-10,Restaurant,895,208.67999999999998
2022-08-10,Restaurant,896,316.44000000000017
2022-08-10,Restaurant,897,311.0400000000001
2022-08-10,Restaurant,898,151.92
2022-08-10,Restaurant,899,384.20000000000016
2022-08-10,Restaurant,1345,192.70000000000005
2022-08-10,Restaurant,1346,81.9
2022-08-10,Restaurant,1347,105.83999999999997
2022-08-10,Restaurant,1348,80.37000000000002
2022-08-10,Restaurant,1349,66.77999999999999
2022-08-10,Restaurant,1801,644.6699999999996
2022-08-10,Restaurant,1802,198.11999999999998
2022-08-10,Restaurant,1803,121.80000000000001
2022-08-10,Restaurant,1804,142.08
2022-08-10,Restaurant,1805,469.5600000000002
2022-08-11,Pub,442,298.1197107000001
2022-08-11,Pub,443,186.10562631
2022-08-11,Pub,444,390.03599499
2022-08-11,Pub,892,349.28715539999996
2022-08-11,Pub,893,400.69276155
2022-08-11,Pub,894,221.60178072000002
2022-08-11,Pub,1342,1173.6230319899996
2022-08-11,Pub,1343,599.9234285099999
2022-08-11,Pub,1344,1291.4963506000004
2022-08-11,Pub,1798,427.17799477000005
2022-08-11,Pub,1799,336.918669075
2022-08-11,Pub,1800,377.65328275999997
2022-08-11,Restaurant,445,103.0
2022-08-11,Restaurant,446,158.46000000000004
2022-08-11,Restaurant,447,463.7300000000002
2022-08-11,Restaurant,448,325.59999999999974
2022-08-11,Restaurant,449,439.4600000000004
2022-08-11,Restaurant,895,235.31999999999996
2022-08-11,Restaurant,896,269.5600000000001
2022-08-11,Restaurant,897,311.0400000000001
2022-08-11,Restaurant,898,147.7
2022-08-11,Restaurant,899,401.1500000000001
2022-08-11,Restaurant,1345,197.40000000000003
2022-08-11,Restaurant,1346,70.2
2022-08-11,Restaurant,1347,123.47999999999996
2022-08-11,Restaurant,1348,46.53
2022-08-11,Restaurant,1349,62.00999999999999
2022-08-11,Restaurant,1801,655.6899999999995
2022-08-11,Restaurant,1802,193.03999999999996
2022-08-11,Restaurant,1803,87.00000000000001
2022-08-11,Restaurant,1804,165.76000000000002
2022-08-11,Restaurant,1805,447.1999999999998
2022-08-12,Pub,442,314.68191685000005
2022-08-12,Pub,443,429.9681711299999
2022-08-12,Pub,444,339.70876983
2022-08-12,Pub,892,454.07330201999997
2022-08-12,Pub,893,771.7045778000002
2022-08-12,Pub,894,393.9587212799999
2022-08-12,Pub,1342,1003.942593629999
2022-08-12,Pub,1343,947.2475187000002
2022-08-12,Pub,1344,1322.7422300500014
2022-08-12,Pub,1798,738.9024774400001
2022-08-12,Pub,1799,583.99235973
2022-08-12,Pub,1800,673.6518016800003
2022-08-12,Restaurant,445,103.0
2022-08-12,Restaurant,446,170.97000000000003
2022-08-12,Restaurant,447,405.03000000000014
2022-08-12,Restaurant,448,321.52999999999975
2022-08-12,Restaurant,449,439.4600000000003
2022-08-12,Restaurant,895,248.63999999999996
